student_id,age,gender,branch,cgpa,internships,projects,coding_score,aptitude_score,communication_score,python_skill,sql_skill,excel_skill,power_bi_skill,dsa_skill,cloud_skill,cybersecurity_skill,placed,company_type,package_lpa
S0512,22,Non-binary,CSE,7.77,0,3,97.62,63.24,84.63,1,0,0,0,1,0,0,1,Product,42.67
S0513,22,Non-binary,CSE,6.09,0,3,55.0,94.1,91.29,0,0,1,0,1,0,1,0,,
S0514,21,Male,IT,6.47,0,3,83.54,51.11,94.51,1,1,1,1,1,1,0,1,Startup,14.05
S0515,20,Male,ECE,8.55,0,2,93.9,78.98,74.31,1,1,1,0,1,0,0,0,,
S0516,21,Male,IT,9.33,2,2,98.5,76.37,73.89,1,1,1,0,0,1,0,1,Product,17.06
S0517,20,Male,IT,7.57,1,3,72.06,70.79,93.12,0,0,1,1,1,0,0,1,Product,17.44
S0518,21,Female,ME,7.03,1,3,79.6,68.89,96.0,0,1,1,0,0,0,0,1,Service,5.89
S0519,21,Male,ECE,5.11,0,4,70.32,56.41,82.09,0,1,1,1,0,0,0,0,,
S0520,21,Female,CSE,7.98,2,2,67.76,81.38,65.76,0,0,0,0,1,1,0,0,,
S0521,18,Male,IT,7.1,0,1,69.39,79.41,82.34,0,1,1,1,1,0,0,1,Service,6.57
S0522,21,Male,ECE,7.91,1,1,78.35,76.41,91.33,1,1,0,0,0,0,0,0,,
S0523,21,Female,IT,8.58,2,2,58.55,96.17,66.68,1,0,1,0,1,1,1,1,Product,12.19
S0524,20,Female,CSE,7.62,0,1,83.23,79.85,80.97,1,1,1,1,1,1,0,1,Service,5.19
S0525,21,Non-binary,EEE,7.51,1,3,62.85,67.39,64.06,0,1,1,0,0,0,0,1,Service,5.2
S0526,20,Female,EEE,8.16,0,2,62.5,79.51,91.7,1,1,1,1,0,0,0,1,Product,22.05
S0527,19,Female,CSE,7.22,0,3,80.52,54.03,96.0,0,0,1,1,1,0,0,0,,
S0528,21,Female,ME,6.22,1,1,60.49,66.61,96.0,1,0,1,0,1,0,0,0,,
S0529,20,Female,CE,9.25,0,0,82.11,72.03,75.47,0,1,0,0,0,1,0,1,Product,21.43
S0530,20,Female,CE,7.04,0,1,67.2,51.01,65.79,0,1,1,0,1,0,0,1,Startup,10.06
S0531,23,Male,CSE,8.55,0,3,91.36,96.42,87.47,1,1,1,1,0,1,0,1,Product,11.3
S0532,21,Female,IT,5.84,1,5,72.36,74.57,81.3,1,1,0,0,0,1,1,0,,
S0533,22,Male,CSE,7.3,0,2,69.11,64.16,93.45,1,1,1,0,1,0,0,1,Other,4.02
S0534,19,Female,CSE,7.77,1,2,82.71,71.06,75.03,1,1,0,1,1,1,0,0,,
S0535,21,Female,ECE,7.45,2,0,59.16,83.78,66.22,1,1,1,1,0,0,0,1,Product,11.9
S0536,18,Male,CSE,6.8,0,2,79.42,71.41,77.86,0,1,1,1,1,0,0,1,Startup,14.47
S0537,22,Male,ME,6.79,1,3,67.66,79.52,89.24,1,1,0,1,1,1,0,0,,
S0538,20,Female,IT,6.02,1,0,55.89,72.88,75.07,1,1,0,1,1,0,0,0,,
S0539,21,Male,ECE,7.03,1,1,70.76,68.63,91.47,0,1,0,0,1,0,0,0,,
S0540,21,Female,CSE,8.25,0,0,84.59,90.26,96.0,1,0,1,0,1,1,0,1,Product,14.56
S0541,21,Male,IT,8.26,1,2,83.44,97.0,84.45,0,1,1,0,1,0,0,1,Service,6.29
S0542,20,Male,IT,7.54,2,0,85.85,66.23,61.11,0,0,1,0,0,0,0,1,Service,4.74
S0543,19,Female,CSE,8.52,4,1,83.51,84.69,84.83,1,1,1,1,0,0,1,1,Product,9.73
S0544,21,Female,ME,8.1,0,2,57.76,68.49,85.05,0,1,1,0,0,0,0,0,,
S0545,23,Non-binary,ECE,6.54,1,0,55.84,45.21,95.79,0,0,0,0,0,0,0,0,,
S0546,21,Male,CSE,7.05,0,2,62.85,76.62,79.67,1,0,0,0,0,0,0,1,Service,6.61
S0547,22,Female,ECE,8.57,1,1,70.35,90.87,66.55,1,1,1,0,0,0,0,1,Startup,18.57
S0548,21,Female,IT,7.0,0,3,81.51,68.34,87.79,1,1,1,0,1,1,0,1,Startup,12.35
S0549,21,Male,ECE,7.39,1,5,87.61,69.0,82.22,1,0,1,0,0,0,1,0,,
S0550,22,Male,EEE,6.86,1,1,59.63,77.36,73.1,1,1,0,1,1,0,0,1,Service,6.52
S0551,21,Male,CSE,6.48,0,3,71.45,50.24,68.82,1,1,1,0,0,0,0,1,Other,4.69
S0552,19,Male,IT,6.33,1,1,70.48,97.0,94.97,0,1,1,1,0,1,0,1,Service,5.18
S0553,21,Male,ECE,8.57,2,4,85.95,76.44,81.9,0,1,1,1,1,0,0,0,,
S0554,20,Male,IT,7.99,0,1,76.77,65.56,67.04,1,0,1,1,1,0,1,0,,
S0555,20,Male,IT,5.15,1,1,79.51,65.07,62.5,1,1,1,1,1,1,1,1,Other,5.72
S0556,20,Female,CSE,7.32,1,4,73.07,60.73,96.0,1,0,1,0,1,1,0,1,Service,4.29
S0557,21,Male,IT,7.5,1,1,55.12,79.51,85.22,1,1,1,1,0,1,0,0,,
S0558,21,Male,CSE,6.97,0,0,74.04,52.85,75.37,1,0,1,0,1,0,0,1,Service,5.39
S0559,23,Prefer not to say,CSE,7.99,2,1,73.22,71.57,96.0,0,1,1,1,1,1,0,1,Startup,16.09
S0560,21,Female,ECE,7.41,0,2,83.28,77.59,92.81,1,1,1,1,1,0,0,0,,
S0561,20,Male,ECE,7.71,1,2,69.56,62.8,57.76,0,1,1,1,0,0,0,0,,
S0562,21,Female,CSE,8.48,1,0,60.29,76.17,85.13,1,0,1,0,0,0,0,1,Service,5.92
S0563,19,Male,CSE,6.99,2,1,70.45,66.99,81.45,1,0,1,0,1,0,0,0,,
S0564,21,Female,CSE,7.19,0,2,75.73,75.97,75.65,1,1,0,1,1,1,0,0,,
S0565,22,Male,CSE,8.49,1,1,56.81,58.78,67.97,1,0,1,0,1,0,0,1,Service,7.99
S0566,22,Male,ECE,6.92,0,2,63.57,58.96,76.05,1,0,1,0,0,0,0,0,,
S0567,21,Female,IT,8.22,0,0,88.31,80.73,96.0,0,1,0,1,1,0,0,1,Product,15.67
S0568,23,Male,EEE,7.66,3,2,44.28,82.47,89.86,0,0,1,0,0,1,0,0,,
S0569,20,Male,CSE,6.63,0,2,80.8,70.89,74.47,1,1,1,1,1,1,0,0,,
S0570,22,Female,IT,7.79,1,2,75.25,63.77,96.0,1,1,1,1,0,1,0,1,Startup,12.52
S0571,20,Male,CSE,9.02,3,3,98.5,74.23,69.16,1,1,0,1,1,0,1,1,Product,17.18
S0572,20,Female,IT,7.2,0,2,91.5,77.8,85.65,1,1,1,0,1,0,0,0,,
S0573,22,Female,CSE,7.0,0,0,60.0,64.52,96.0,1,1,1,0,1,0,0,0,,
S0574,20,Prefer not to say,EEE,8.63,1,2,81.16,91.42,86.71,1,1,1,1,1,0,1,1,Product,12.13
S0575,20,Female,CSE,6.79,1,1,69.53,76.14,81.15,1,1,1,1,1,0,0,1,Startup,11.33
S0576,20,Female,ECE,6.27,1,4,68.08,77.99,83.52,1,1,1,1,1,1,0,1,Service,4.77
S0577,23,Male,EEE,9.31,0,3,73.06,88.96,80.51,1,1,1,0,0,1,0,1,Product,13.64
S0578,21,Female,IT,7.4,2,3,69.72,66.78,62.34,1,0,0,0,1,0,1,0,,
S0579,21,Male,CE,6.46,4,1,55.47,68.73,64.81,0,0,1,0,0,0,0,0,,
S0580,23,Male,CSE,7.16,2,1,58.35,58.65,79.76,1,1,1,1,0,0,1,1,Service,5.57
S0581,19,Male,CE,7.7,0,4,70.82,94.72,89.57,1,1,0,1,1,0,0,1,Service,6.21
S0582,20,Male,CSE,7.33,2,2,74.37,78.35,76.35,0,0,1,1,1,0,0,1,Other,5.42
S0583,21,Female,CSE,7.64,0,2,60.86,62.18,96.0,0,0,1,0,0,0,0,1,Service,5.5
S0584,21,Female,CSE,7.88,0,2,60.66,51.11,81.68,1,1,0,0,1,1,0,0,,
S0585,23,Male,ECE,7.17,0,0,77.41,72.72,90.58,1,0,0,0,0,0,0,1,Service,6.26
S0586,21,Female,IT,6.86,1,2,61.89,64.61,74.84,1,1,1,1,1,0,0,0,,
S0587,20,Male,ECE,6.32,1,7,91.77,72.28,85.89,0,1,0,0,0,0,0,1,Startup,11.59
S0588,21,Male,IT,6.99,0,2,68.09,71.21,78.97,1,0,1,1,1,1,0,0,,
S0589,20,Female,CSE,7.87,3,1,68.78,78.52,79.47,1,1,1,1,1,0,0,1,Other,4.96
S0590,22,Male,CSE,6.93,0,2,88.52,49.19,70.81,1,1,1,1,1,1,0,1,Startup,8.9
S0591,21,Male,ECE,5.75,1,2,65.63,61.97,95.36,0,1,1,0,0,0,0,1,Product,10.55
S0592,23,Male,CSE,7.35,0,2,94.56,82.65,79.33,1,0,0,0,1,0,1,0,,
S0593,22,Female,CSE,7.03,1,0,72.14,86.35,73.34,1,1,1,0,1,0,0,1,Service,4.84
S0594,21,Female,ECE,7.71,1,2,77.41,66.47,95.07,0,0,1,0,1,1,0,0,,
S0595,20,Female,ECE,8.85,1,3,79.07,72.35,54.53,1,0,1,0,1,0,0,1,Startup,10.05
S0596,21,Male,IT,6.42,1,1,71.47,78.88,80.92,1,1,1,1,1,1,0,1,Service,6.62
S0597,23,Female,CSE,6.11,0,2,67.11,48.69,82.94,1,1,0,0,1,1,0,0,,
S0598,21,Male,CSE,6.96,2,2,68.81,61.82,78.38,1,1,1,1,1,0,1,1,Startup,13.14
S0599,20,Male,CE,6.4,0,3,72.92,61.39,82.15,1,1,1,1,0,0,0,1,Service,5.19
S0600,21,Female,IT,7.22,1,2,61.42,64.38,77.46,1,1,1,0,1,1,0,0,,
S0601,22,Female,CSE,7.12,3,2,72.84,78.23,90.48,1,0,1,1,1,0,0,1,Product,16.43
S0602,20,Female,IT,8.7,0,2,72.12,91.91,96.0,1,1,1,1,0,1,0,1,Startup,10.35
S0603,21,Female,CSE,5.23,4,2,51.3,66.48,73.62,1,1,1,1,0,0,0,1,Service,5.75
S0604,22,Male,CSE,8.94,0,1,69.26,87.16,65.42,1,0,1,0,1,0,1,0,,
S0605,21,Male,EEE,7.56,0,2,69.81,76.68,96.0,1,1,1,1,0,0,0,1,Service,6.51
S0606,20,Male,IT,6.4,1,1,56.65,73.3,82.34,1,1,1,1,1,1,0,1,Service,5.51
S0607,19,Female,IT,5.86,2,3,74.36,60.98,91.85,1,1,1,1,1,1,0,1,Service,6.03
S0608,21,Male,CSE,7.44,0,2,77.97,73.57,64.23,1,1,1,1,1,0,1,1,Other,5.6
S0609,21,Male,CSE,6.25,0,5,70.15,63.88,96.0,0,1,1,1,1,0,1,0,,
S0610,19,Non-binary,IT,7.74,1,1,68.7,65.98,87.0,0,1,1,1,1,0,0,1,Startup,9.49
S0611,20,Female,ME,4.57,0,1,43.67,49.91,90.62,1,1,1,1,0,0,0,0,,
S0612,20,Female,ME,6.7,0,0,47.64,71.45,83.56,1,1,1,1,1,1,0,1,Service,6.35
S0613,23,Male,IT,7.57,2,0,75.37,61.04,82.97,1,0,1,0,1,0,1,1,Service,6.3
S0614,21,Male,CSE,6.66,2,2,74.33,65.79,79.36,1,1,1,0,1,1,0,1,Product,14.02
S0615,20,Female,IT,8.25,0,2,75.69,73.28,96.0,1,0,1,1,1,0,0,1,Product,16.29
S0616,22,Male,IT,8.19,2,2,68.5,83.91,94.87,1,1,1,0,0,1,1,1,Product,20.14
S0617,20,Male,CSE,7.04,2,3,73.03,76.65,68.91,1,0,1,0,1,1,0,1,Product,25.01
S0618,19,Male,ECE,7.09,1,2,51.08,68.27,96.0,1,0,0,0,1,1,0,1,Service,5.69
S0619,23,Male,IT,8.14,3,1,65.42,67.07,91.85,1,1,1,1,1,0,0,1,Startup,16.14
S0620,20,Male,CSE,8.52,4,1,85.36,64.7,78.41,1,1,0,1,1,1,0,0,,
S0621,20,Female,IT,8.88,0,2,84.87,92.54,96.0,1,1,1,0,1,1,1,1,Product,12.85
S0622,20,Male,CSE,8.42,1,1,86.61,86.47,64.21,1,0,1,1,1,0,0,0,,
S0623,22,Male,CSE,7.37,1,1,72.3,59.42,93.17,1,1,0,1,1,0,0,1,Service,6.53
S0624,23,Female,CSE,8.25,0,2,90.1,79.28,90.3,0,0,1,0,1,1,0,1,Service,6.54
S0625,22,Male,CE,7.47,1,2,56.97,71.77,77.34,1,0,1,0,1,1,1,1,Product,12.91
S0626,22,Male,EEE,6.58,0,2,55.83,88.24,61.56,0,1,1,0,1,0,0,0,,
S0627,21,Male,ME,5.93,2,3,64.07,86.71,75.99,0,1,1,1,0,1,0,1,Product,12.36
S0628,21,Non-binary,CSE,7.89,2,2,71.54,94.96,72.44,1,1,1,0,1,1,0,1,Product,10.11
S0629,22,Female,CSE,7.82,0,2,50.97,77.67,67.22,0,1,1,1,1,1,0,1,Service,5.06
S0630,22,Male,CSE,7.56,0,1,75.78,85.1,64.97,1,1,0,0,1,0,1,1,Startup,7.66
S0631,21,Female,CSE,7.85,1,1,86.95,77.36,80.35,1,1,1,0,1,1,0,0,,
S0632,22,Female,ECE,9.5,1,2,69.21,89.68,73.69,0,1,1,1,1,0,0,1,Service,8.31
S0633,21,Male,EEE,6.22,2,0,54.64,72.32,83.15,1,0,1,0,0,0,0,1,Startup,6.31
S0634,21,Male,ME,7.31,2,1,59.51,78.91,79.4,1,1,1,1,0,0,0,1,Product,21.45
S0635,20,Female,CSE,7.4,0,1,64.63,81.79,85.08,1,0,1,0,0,0,0,0,,
S0636,21,Prefer not to say,ME,8.13,0,0,61.8,81.32,96.0,1,1,1,0,0,0,0,0,,
S0637,22,Female,IT,6.45,1,0,62.74,74.02,79.48,1,0,1,1,1,1,0,0,,
S0638,21,Female,IT,8.32,3,0,71.96,82.16,77.34,1,1,1,1,0,0,0,1,Other,6.45
S0639,21,Non-binary,ECE,7.89,0,0,84.87,68.44,74.55,1,1,1,1,1,1,0,0,,
S0640,23,Male,ECE,9.4,3,3,73.03,97.0,70.59,1,1,0,0,0,0,0,1,Product,15.62
S0641,22,Female,ECE,6.58,0,5,89.34,49.54,95.73,0,1,1,0,1,0,0,1,Product,13.3
S0642,20,Male,CSE,6.2,0,1,74.81,52.15,73.64,1,1,1,0,0,1,1,1,Service,3.94
S0643,22,Male,ECE,6.56,1,2,61.42,61.19,67.36,1,1,1,1,0,0,0,0,,
S0644,20,Female,CE,7.44,0,2,61.03,79.3,66.94,1,1,1,0,0,1,0,1,Other,4.24
S0645,19,Female,CSE,7.66,3,2,71.82,83.87,92.57,1,1,1,1,1,1,1,1,Product,11.39
S0646,21,Female,EEE,6.58,0,1,81.23,74.27,44.99,1,0,1,0,0,0,0,1,Service,5.83
S0647,19,Male,CSE,6.84,0,2,84.23,81.9,82.97,0,1,1,1,1,0,0,0,,
S0648,22,Male,CE,7.07,2,2,70.85,65.6,74.18,0,1,1,1,0,0,0,0,,
S0649,21,Male,ECE,5.63,0,3,62.34,59.65,70.86,1,1,0,1,0,0,0,0,,
S0650,22,Female,ME,7.62,1,3,62.72,51.72,71.54,1,1,1,1,1,1,1,0,,
S0651,22,Male,ME,7.88,0,3,76.89,68.93,68.48,1,1,1,1,1,0,0,1,Service,6.56
S0652,22,Male,CSE,7.38,0,1,74.63,54.63,82.85,1,1,1,0,1,1,1,0,,
S0653,21,Male,IT,5.68,1,2,76.34,64.22,78.84,1,1,1,0,1,1,1,1,Startup,17.92
S0654,22,Female,ECE,5.58,1,0,76.28,42.09,77.5,1,0,1,1,1,0,0,1,Service,6.01
S0655,22,Female,ECE,6.81,0,2,49.45,89.6,60.7,1,1,0,1,0,0,1,0,,
S0656,21,Female,CE,8.08,0,2,58.62,64.01,66.83,0,0,1,0,1,1,0,1,Product,21.13
S0657,22,Female,ECE,7.85,0,2,65.06,84.02,59.61,1,1,1,1,1,1,0,1,Service,8.59
S0658,20,Female,CSE,4.86,0,2,63.77,60.76,66.0,0,0,1,0,1,0,0,0,,
S0659,20,Male,ECE,8.54,0,1,73.76,57.31,89.28,1,1,0,1,1,0,0,0,,
S0660,21,Female,ECE,7.01,1,3,77.6,63.36,93.01,1,1,0,1,1,0,0,0,,
S0661,20,Male,ECE,6.08,1,2,76.51,66.56,74.48,1,1,1,1,1,1,1,0,,
S0662,22,Male,ECE,7.07,0,2,70.07,68.35,80.82,1,1,1,0,1,1,0,0,,
S0663,22,Female,IT,7.09,0,3,85.13,57.49,96.0,1,1,1,0,1,0,1,1,Startup,10.01
S0664,20,Male,CE,6.72,2,2,63.58,70.7,82.99,1,1,1,0,1,0,0,1,Startup,10.48
S0665,21,Male,CE,5.21,0,4,74.29,49.2,96.0,0,1,1,1,0,0,0,1,Service,5.27
S0666,21,Male,ECE,7.1,1,2,63.4,54.76,53.72,1,1,0,0,1,1,0,1,Service,7.52
S0667,22,Male,CSE,7.28,0,1,78.65,63.61,74.83,0,0,1,0,1,1,1,0,,
S0668,20,Male,CSE,6.71,1,0,62.65,57.27,65.0,1,1,0,1,1,0,0,1,Service,4.14
S0669,21,Male,ME,6.19,0,2,87.15,79.75,96.0,0,0,1,0,0,0,0,1,Product,27.75
S0670,21,Male,CSE,9.73,0,1,87.18,84.47,67.14,1,1,1,1,1,0,0,0,,
S0671,19,Male,IT,6.8,2,1,49.59,79.42,78.54,1,0,0,0,1,0,1,1,Other,6.32
S0672,20,Male,IT,7.77,0,4,74.15,63.14,71.27,1,0,1,0,1,0,1,0,,
S0673,21,Male,IT,6.07,1,1,64.03,59.27,70.77,1,0,1,1,1,0,1,1,Service,6.17
S0674,21,Male,EEE,7.19,1,1,62.04,68.67,96.0,1,1,0,0,0,1,1,1,Service,5.32
S0675,20,Male,CSE,8.39,0,2,75.42,76.81,77.99,1,0,1,0,1,0,0,0,,
S0676,20,Male,IT,7.6,2,2,79.34,88.37,86.03,1,0,1,0,1,1,1,1,Startup,12.41
S0677,22,Male,EEE,8.01,2,5,91.92,76.88,96.0,1,1,1,1,1,0,1,1,Product,11.42
S0678,22,Female,EEE,9.69,0,1,75.45,97.0,61.95,1,1,1,1,1,0,1,0,,
S0679,20,Male,ME,9.16,0,2,75.62,72.32,76.7,1,1,1,1,1,1,1,1,Product,15.54
S0680,18,Female,CSE,8.03,0,1,79.06,81.63,96.0,1,1,1,0,1,0,0,1,Product,22.28
S0681,20,Non-binary,CSE,4.03,1,1,44.98,58.33,81.15,1,1,1,0,0,0,0,0,,
S0682,22,Male,IT,6.91,2,2,68.64,70.19,96.0,1,0,1,0,1,0,1,1,Startup,11.85
S0683,21,Male,CSE,7.48,0,0,63.71,67.75,62.85,1,1,0,0,1,0,1,0,,
S0684,20,Male,CE,7.78,1,2,67.12,70.98,72.3,0,1,1,1,0,0,0,0,,
S0685,20,Male,CSE,7.55,1,2,82.52,54.89,92.01,0,0,1,0,1,0,0,0,,
S0686,20,Male,IT,7.93,0,0,69.37,72.67,75.13,1,0,1,1,1,1,1,1,Product,13.18
S0687,20,Male,CSE,8.19,1,2,78.39,74.02,83.73,1,1,1,0,0,1,0,0,,
S0688,21,Male,CSE,8.21,0,1,69.0,69.76,93.73,1,1,1,1,1,1,1,0,,
S0689,20,Male,CSE,7.79,1,1,59.29,81.19,46.69,1,1,1,0,1,1,0,0,,
S0690,23,Male,CSE,7.89,1,3,77.71,76.88,81.24,1,0,1,0,1,0,0,1,Service,5.53
S0691,22,Female,ME,7.08,1,2,65.31,61.9,62.22,0,0,1,1,1,0,0,1,Service,5.81
S0692,22,Male,EEE,7.84,3,2,89.32,77.66,90.5,1,1,1,0,1,0,0,1,Product,21.87
S0693,20,Female,ECE,6.0,0,6,78.6,63.1,96.0,1,1,1,0,1,0,0,1,Service,7.37
S0694,21,Female,ECE,6.86,1,2,66.18,83.88,66.68,1,1,1,0,0,1,0,0,,
S0695,20,Male,ECE,7.87,2,4,72.75,85.6,86.05,1,1,1,0,1,0,0,1,Product,13.75
S0696,22,Male,ECE,7.9,2,1,61.52,76.19,76.13,1,0,1,0,1,0,0,1,Service,6.06
S0697,20,Male,EEE,7.8,1,2,66.2,84.95,80.56,0,0,1,0,1,0,0,1,Startup,14.09
S0698,21,Male,IT,5.47,4,2,93.63,86.21,96.0,1,1,1,1,1,1,0,1,Service,4.41
S0699,21,Male,EEE,8.99,0,0,66.5,74.98,96.0,0,1,0,0,0,0,0,1,Service,6.21
S0700,22,Male,IT,7.02,2,3,78.1,48.78,63.43,1,1,1,1,1,0,0,0,,
S0701,23,Male,ME,8.42,0,2,67.71,85.72,92.55,0,1,1,0,1,0,1,1,Product,13.79
S0702,21,Female,CE,6.46,0,2,58.77,83.5,75.06,0,1,1,0,1,1,1,0,,
S0703,23,Male,ECE,5.35,0,1,45.28,58.44,71.77,1,0,1,0,1,0,0,0,,
S0704,21,Prefer not to say,IT,5.89,0,1,62.87,45.53,74.25,1,1,1,0,1,0,0,1,Service,6.04
S0705,21,Male,ME,8.06,1,4,83.68,78.85,65.19,1,0,1,1,1,0,0,1,Service,6.18
S0706,24,Male,CE,7.21,0,3,67.79,65.77,81.24,1,1,1,1,0,0,0,1,Product,10.66
S0707,21,Female,CSE,7.4,3,2,69.49,75.21,96.0,1,1,1,1,0,0,1,0,,
S0708,21,Male,ECE,8.01,0,2,60.26,62.4,66.48,0,1,1,0,0,0,0,0,,
S0709,21,Non-binary,CSE,5.89,0,2,67.47,62.68,90.75,0,0,1,1,0,0,0,0,,
S0710,19,Male,IT,7.75,4,0,67.82,84.86,93.65,0,1,1,1,1,1,0,1,Service,5.64
S0711,22,Female,ECE,7.72,0,0,70.45,65.12,96.0,0,1,1,1,0,0,1,1,Startup,11.47
S0712,22,Male,ECE,7.09,2,3,70.09,66.69,64.49,1,1,0,1,0,0,0,1,Service,4.41
S0713,20,Male,IT,8.76,4,0,48.61,95.83,82.19,1,1,1,0,1,1,0,1,Service,5.48
S0714,22,Male,ECE,9.49,0,1,82.09,87.26,76.15,1,1,1,1,0,1,0,0,,
S0715,20,Prefer not to say,ME,7.12,2,3,60.05,66.75,81.39,0,1,1,0,0,1,0,1,Startup,15.52
S0716,21,Female,CSE,6.4,1,7,91.1,69.49,96.0,1,1,0,0,1,0,1,1,Startup,11.7
S0717,21,Male,IT,9.83,0,3,98.5,95.83,96.0,1,1,1,1,0,1,0,1,Product,10.52
S0718,21,Female,ECE,6.4,2,3,72.66,73.56,66.3,1,1,1,1,0,0,0,1,Service,6.48
S0719,21,Male,ECE,8.31,1,1,49.2,84.4,79.2,0,0,1,1,0,0,0,1,Service,6.27
S0720,20,Female,ME,9.52,0,2,87.05,76.71,90.93,1,1,1,1,0,0,1,0,,
S0721,21,Female,IT,8.64,3,2,74.69,73.41,89.46,1,1,1,1,1,1,1,1,Service,5.97
S0722,19,Female,IT,7.07,0,0,49.26,75.7,65.12,0,0,1,1,1,1,0,1,Startup,11.23
S0723,22,Male,IT,7.83,1,0,62.06,70.31,94.39,0,1,1,1,1,0,0,0,,
S0724,21,Female,CSE,7.44,1,2,62.36,73.25,96.0,1,1,1,1,0,1,0,1,Service,6.54
S0725,21,Male,CSE,8.51,2,3,96.26,76.84,85.68,1,1,1,1,1,0,0,1,Service,5.74
S0726,22,Female,CSE,9.0,3,3,80.72,81.12,72.95,1,0,1,0,1,0,0,1,Product,10.99
S0727,19,Female,CE,7.61,0,1,57.84,69.9,96.0,1,0,1,0,0,0,0,1,Service,5.42
S0728,22,Female,EEE,6.61,0,2,54.42,74.69,88.71,1,0,1,0,0,0,0,0,,
S0729,19,Male,CSE,8.2,2,1,93.5,64.93,85.12,1,1,1,0,1,1,0,1,Product,12.03
S0730,20,Male,CSE,7.89,1,2,76.96,85.01,85.12,1,1,1,1,1,0,1,1,Service,6.67
S0731,20,Male,ME,7.76,0,0,34.58,77.1,58.46,0,0,1,1,0,0,0,0,,
S0732,21,Male,IT,8.41,0,4,98.5,65.31,80.93,1,1,1,1,1,1,0,1,Service,6.6
S0733,21,Female,ECE,6.37,5,0,41.33,43.42,88.3,1,0,1,0,0,0,0,0,,
S0734,21,Male,CSE,4.61,2,1,73.47,51.98,50.79,1,1,0,0,1,1,1,0,,
S0735,19,Male,IT,7.54,1,1,86.75,65.64,96.0,1,1,0,0,1,1,0,0,,
S0736,20,Female,EEE,7.84,1,1,85.59,74.18,70.31,1,1,1,1,1,1,1,1,Service,7.76
S0737,21,Female,IT,6.07,2,0,72.56,62.12,81.91,0,1,1,1,1,0,0,1,Service,6.11
S0738,21,Male,CSE,8.43,0,1,91.01,86.9,67.42,1,1,1,0,1,1,0,1,Service,5.16
S0739,22,Male,CSE,7.09,0,2,71.85,71.37,75.97,1,0,0,0,1,1,0,1,Service,5.95
S0740,23,Male,IT,6.18,0,1,63.44,63.18,74.63,1,1,1,0,1,0,0,1,Service,7.46
S0741,22,Female,CSE,6.54,0,2,71.9,66.22,69.76,1,1,1,0,0,1,0,0,,
S0742,22,Female,EEE,8.83,0,2,96.25,65.67,89.33,1,1,1,0,1,1,0,1,Startup,13.13
S0743,22,Prefer not to say,IT,8.25,1,2,89.97,84.95,93.4,0,1,1,0,1,0,0,1,Product,9.26
S0744,23,Male,ECE,6.39,0,1,57.35,82.18,85.14,1,1,1,1,0,0,0,1,Service,4.12
S0745,22,Male,ECE,6.62,0,2,70.64,38.32,83.61,0,1,1,1,1,0,0,0,,
S0746,21,Male,ECE,5.75,1,2,62.34,48.46,96.0,0,1,1,0,0,0,1,0,,
S0747,22,Female,CSE,7.44,0,2,72.42,61.78,87.48,0,1,1,1,1,0,0,1,Other,3.5
S0748,24,Non-binary,EEE,6.9,2,1,60.47,62.39,92.2,1,1,1,0,0,0,0,1,Product,12.65
S0749,21,Male,ECE,8.63,1,1,76.65,65.23,81.2,1,1,1,0,1,0,0,1,Other,5.08
S0750,22,Male,EEE,8.25,2,3,88.31,81.93,94.55,1,1,1,0,1,0,0,1,Product,17.21
S0751,20,Male,CSE,7.54,2,3,71.92,78.21,91.94,1,1,1,1,0,1,0,1,Product,15.14
S0752,21,Female,ME,7.44,1,2,77.13,69.71,56.94,1,1,1,1,1,0,0,1,Service,4.17
S0753,23,Male,ME,7.11,0,3,79.59,72.33,57.77,0,1,1,1,0,1,0,0,,
S0754,22,Male,CSE,6.02,1,0,72.8,69.98,90.23,1,0,1,1,0,0,0,1,Service,6.55
S0755,21,Female,CSE,6.7,2,4,88.67,47.42,65.64,1,1,1,0,1,0,1,0,,
S0756,21,Female,IT,6.03,1,2,59.05,61.27,82.34,1,0,1,0,1,1,0,0,,
S0757,22,Male,ECE,9.51,0,3,95.05,91.37,63.33,0,1,1,1,1,0,1,1,Service,6.47
S0758,19,Male,CSE,6.94,0,2,60.21,69.74,95.94,1,1,1,1,0,1,0,0,,
S0759,22,Male,CSE,7.6,1,3,74.12,74.91,69.52,1,1,0,1,1,1,0,0,,
S0760,22,Male,CE,7.95,0,1,69.13,96.56,85.14,1,1,1,1,1,1,0,0,,
S0761,20,Male,EEE,8.86,1,3,74.3,93.99,64.27,1,1,0,0,1,1,1,1,Product,15.8
S0762,22,Female,ME,8.01,1,2,82.25,77.81,72.73,0,1,1,0,1,0,0,1,Product,25.55
S0763,22,Male,EEE,8.59,0,0,68.26,93.21,74.08,1,1,1,0,0,0,0,1,Service,5.67
S0764,22,Female,IT,7.4,0,1,56.99,83.61,79.25,1,0,1,1,1,0,0,0,,
S0765,22,Female,ECE,7.57,0,1,53.39,67.77,63.1,1,1,1,0,0,0,0,0,,
S0766,21,Male,ECE,6.65,3,2,55.88,61.23,91.41,1,0,1,0,0,0,0,0,,
S0767,20,Female,IT,9.31,5,2,89.07,94.41,80.53,1,1,1,1,1,0,0,1,Service,5.52
S0768,21,Female,CSE,6.84,2,3,53.72,54.74,76.0,1,0,0,0,1,1,1,1,Startup,13.06
