student_id,python_skill,sql_skill,excel_skill,power_bi_skill,dsa_skill,cloud_skill,cybersecurity_skill,technical_skill_count
S1390,1,1,1,0,1,1,0,5
S1391,1,1,1,1,1,0,0,5
S1392,1,1,1,1,1,1,0,6
S1393,1,1,1,0,1,1,1,6
S1394,1,1,1,1,0,0,1,5
S1395,1,1,1,1,1,1,0,6
S1396,1,1,1,0,1,1,1,6
S1397,1,1,1,1,1,1,0,6
S1398,1,1,0,1,1,1,0,5
S1399,1,1,1,0,1,1,0,5
S1400,1,1,1,0,0,0,0,3
S1401,0,1,1,1,0,1,0,4
S1402,1,1,1,0,0,0,0,3
S1403,0,1,1,1,1,0,0,4
S1404,1,1,1,1,0,0,0,4
S1405,1,1,0,1,0,0,0,3
S1406,1,0,1,0,0,0,0,2
S1407,1,1,1,0,1,0,0,4
S1408,1,1,1,1,0,1,0,5
S1409,1,1,1,1,0,0,0,4
S1410,1,1,1,1,1,0,0,5
S1411,1,1,0,0,1,1,0,4
S1412,1,1,1,0,0,0,0,3
S1413,1,0,1,0,0,0,0,2
S1414,1,1,1,1,1,0,0,5
S1415,0,0,1,0,0,0,0,1
S1416,1,1,0,1,1,0,0,4
S1417,1,1,1,1,1,0,0,5
S1418,1,1,1,1,0,0,0,4
S1419,0,0,1,0,1,0,0,2
S1420,0,0,1,1,1,0,1,4
S1421,1,1,1,0,0,0,0,3
S1422,0,1,1,0,1,1,0,4
S1423,1,1,1,0,0,0,0,3
S1424,1,0,1,0,1,0,0,3
S1425,1,1,1,1,1,1,0,6
S1426,1,1,1,1,1,1,1,7
S1427,1,1,1,1,0,0,0,4
S1428,0,1,1,1,1,0,0,4
S1429,1,0,1,1,1,0,0,4
S1430,1,1,1,1,0,1,0,5
S1431,1,1,0,1,1,0,1,5
S1432,1,1,1,1,1,0,1,6
S1433,1,1,1,1,1,0,0,5
S1434,1,1,1,0,1,0,1,5
S1435,1,1,1,1,0,0,0,4
S1436,1,1,1,1,1,1,0,6
S1437,1,1,1,1,1,0,0,5
S1438,1,1,1,1,1,0,0,5
S1439,1,1,1,1,1,1,1,7
S1440,1,1,1,0,0,0,0,3
S1441,1,1,1,1,0,0,0,4
S1442,0,0,1,0,0,0,0,1
S1443,1,0,1,1,1,1,0,5
S1444,1,1,1,0,1,0,0,4
S1445,1,1,0,1,0,0,0,3
S1446,0,0,1,0,1,0,0,2
S1447,0,1,1,1,1,0,0,4
S1448,1,1,0,1,1,1,0,5
S1449,0,1,1,1,0,0,0,3
S1450,1,1,1,1,0,1,0,5
S1451,1,0,1,0,1,0,0,3
S1452,1,1,1,1,0,0,0,4
S1453,0,1,1,0,1,0,0,3
S1454,1,1,1,1,1,1,0,6
S1455,1,1,0,0,1,0,0,3
S1456,1,1,1,0,1,1,0,5
S1457,1,1,1,1,1,0,0,5
S1458,1,1,1,1,1,0,1,6
S1459,1,1,0,0,1,0,0,3
S1460,1,1,1,1,1,1,0,6
S1461,1,1,1,0,1,1,0,5
S1462,0,0,1,1,1,0,0,3
S1463,1,0,1,0,0,0,0,2
S1464,1,1,1,1,1,0,1,6
S1465,1,1,0,0,1,0,0,3
S1466,1,1,1,0,1,0,0,4
S1467,1,1,1,1,1,0,0,5
S1468,1,1,1,1,1,1,0,6
S1469,1,1,1,0,1,1,0,5
S1470,0,0,0,0,0,1,0,1
S1471,1,1,1,1,1,0,0,5
S1472,1,1,0,0,1,1,0,4
S1473,1,1,1,1,1,1,0,6
S1474,0,0,1,1,0,0,0,2
S1475,1,1,1,1,1,0,0,5
S1476,0,1,0,0,0,1,0,2
S1477,0,1,1,1,0,0,0,3
S1478,0,0,0,0,1,1,0,2
S1479,1,1,1,1,1,1,0,6
S1480,1,1,1,1,0,1,0,5
S1481,0,1,1,0,0,0,0,2
S1482,1,1,0,0,0,1,0,3
S1483,1,1,1,1,1,0,1,6
S1484,1,1,1,0,0,0,0,3
S1485,0,0,0,0,1,0,0,1
S1486,1,1,1,0,1,1,0,5
S1487,1,1,1,1,0,0,0,4
S1488,1,0,1,1,1,0,0,4
S1489,0,1,1,1,1,0,0,4
S1490,1,1,1,1,1,0,0,5
S1491,1,1,1,1,1,0,0,5
S1492,0,1,1,1,0,1,0,4
S1493,1,1,1,1,1,0,1,6
S1494,1,1,1,1,1,0,0,5
S1495,1,1,1,1,1,1,1,7
S1496,0,1,1,1,1,1,0,5
S1497,1,1,0,0,1,1,0,4
S1498,1,1,1,1,0,1,0,5
S1499,1,1,1,0,1,0,0,4
S1500,0,1,0,1,1,0,0,3
