student_id,technical_skill_count,skill_gap_count,missing_skills_list,missing_skills_count,python_gap,sql_gap,excel_gap,power_bi_gap,dsa_gap,cloud_gap,cybersecurity_gap
S0584,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0585,1,6,SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,0,1,1,1,1,1,1
S0586,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0587,1,6,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,0,1,1,1,1,1
S0588,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S0589,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0590,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0591,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0592,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,4,0,1,1,1,0,1,0
S0593,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0594,3,4,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,4,1,1,0,1,0,0,1
S0595,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0596,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0597,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0598,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0599,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0600,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0601,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0602,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0603,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0604,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0605,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0606,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0607,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0608,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0609,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0610,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0611,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0612,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0613,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0614,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0615,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0616,5,2,Power BI / Visuals; Data Structures & Algo,2,0,0,0,1,1,0,0
S0617,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0618,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cybersecurity,4,0,1,1,1,0,0,1
S0619,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0620,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0621,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S0622,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0623,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0624,3,4,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,4,1,1,0,1,0,0,1
S0625,5,2,SQL Database; Power BI / Visuals,2,0,1,0,1,0,0,0
S0626,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0627,4,3,Python Programming; Data Structures & Algo; Cybersecurity,3,1,0,0,0,1,0,1
S0628,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0629,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0630,4,3,Advanced Excel; Power BI / Visuals; Cloud Computing,3,0,0,1,1,0,1,0
S0631,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0632,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0633,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0634,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0635,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0636,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0637,5,2,SQL Database; Cybersecurity,2,0,1,0,0,0,0,1
S0638,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0639,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0640,2,5,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,0,1,1,1,1,1
S0641,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0642,5,2,Power BI / Visuals; Data Structures & Algo,2,0,0,0,1,1,0,0
S0643,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0644,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0645,7,0,None,0,0,0,0,0,0,0,0
S0646,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0647,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0648,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0649,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S0650,7,0,None,0,0,0,0,0,0,0,0
S0651,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0652,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S0653,6,1,Power BI / Visuals,1,0,0,0,1,0,0,0
S0654,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0655,4,3,Advanced Excel; Data Structures & Algo; Cloud Computing,3,0,0,1,0,1,1,0
S0656,3,4,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,4,1,1,0,1,0,0,1
S0657,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0658,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0659,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0660,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0661,7,0,None,0,0,0,0,0,0,0,0
S0662,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0663,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0664,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0665,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0666,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0667,4,3,Python Programming; SQL Database; Power BI / Visuals,3,1,1,0,1,0,0,0
S0668,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0669,1,6,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,1,0,1,1,1,1
S0670,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0671,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,4,0,1,1,1,0,1,0
S0672,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0673,5,2,SQL Database; Cloud Computing,2,0,1,0,0,0,1,0
S0674,4,3,Advanced Excel; Power BI / Visuals; Data Structures & Algo,3,0,0,1,1,1,0,0
S0675,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0676,5,2,SQL Database; Power BI / Visuals,2,0,1,0,1,0,0,0
S0677,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0678,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0679,7,0,None,0,0,0,0,0,0,0,0
S0680,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0681,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0682,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0683,4,3,Advanced Excel; Power BI / Visuals; Cloud Computing,3,0,0,1,1,0,1,0
S0684,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0685,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0686,6,1,SQL Database,1,0,1,0,0,0,0,0
S0687,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0688,7,0,None,0,0,0,0,0,0,0,0
S0689,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0690,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0691,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0692,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0693,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0694,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0695,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0696,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0697,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0698,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0699,1,6,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,0,1,1,1,1,1
S0700,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0701,4,3,Python Programming; Power BI / Visuals; Cloud Computing,3,1,0,0,1,0,1,0
S0702,5,2,Python Programming; Power BI / Visuals,2,1,0,0,1,0,0,0
S0703,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0704,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0705,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0706,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0707,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0708,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0709,2,5,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,1,0,0,1,1,1
S0710,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0711,4,3,Python Programming; Data Structures & Algo; Cloud Computing,3,1,0,0,0,1,1,0
S0712,3,4,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,1,0,1,1,1
S0713,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0714,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0715,3,4,Python Programming; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,1,0,0,1,1,0,1
S0716,4,3,Advanced Excel; Power BI / Visuals; Cloud Computing,3,0,0,1,1,0,1,0
S0717,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0718,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0719,2,5,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,1,0,0,1,1,1
S0720,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0721,7,0,None,0,0,0,0,0,0,0,0
S0722,4,3,Python Programming; SQL Database; Cybersecurity,3,1,1,0,0,0,0,1
S0723,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0724,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0725,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0726,3,4,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,1,0,1,0,1,1
S0727,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0728,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0729,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0730,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0731,2,5,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,1,0,0,1,1,1
S0732,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0733,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0734,5,2,Advanced Excel; Power BI / Visuals,2,0,0,1,1,0,0,0
S0735,4,3,Advanced Excel; Power BI / Visuals; Cybersecurity,3,0,0,1,1,0,0,1
S0736,7,0,None,0,0,0,0,0,0,0,0
S0737,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0738,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0739,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cybersecurity,4,0,1,1,1,0,0,1
S0740,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0741,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0742,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0743,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0744,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0745,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0746,3,4,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,1,0,0,1,1,1,0
S0747,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0748,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0749,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0750,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0751,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0752,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0753,4,3,Python Programming; Data Structures & Algo; Cybersecurity,3,1,0,0,0,1,0,1
S0754,3,4,SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,1,0,0,1,1,1
S0755,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0756,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0757,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0758,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0759,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0760,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0761,5,2,Advanced Excel; Power BI / Visuals,2,0,0,1,1,0,0,0
S0762,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0763,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0764,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0765,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0766,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0767,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0768,4,3,SQL Database; Advanced Excel; Power BI / Visuals,3,0,1,1,1,0,0,0
S0769,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0770,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0771,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0772,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0773,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0774,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0775,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0776,5,2,Advanced Excel; Power BI / Visuals,2,0,0,1,1,0,0,0
S0777,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0778,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0779,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,4,0,1,1,1,0,1,0
S0780,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0781,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0782,5,2,Data Structures & Algo; Cybersecurity,2,0,0,0,0,1,0,1
S0783,3,4,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,4,1,0,0,1,0,1,1
S0784,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0785,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0786,4,3,Advanced Excel; Cloud Computing; Cybersecurity,3,0,0,1,0,0,1,1
S0787,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0788,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,0,1,0,1,1,1,0
S0789,7,0,None,0,0,0,0,0,0,0,0
S0790,2,5,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,5,0,1,1,1,0,1,1
S0791,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0792,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0793,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0794,3,4,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing,4,1,1,0,1,0,1,0
S0795,5,2,Data Structures & Algo; Cloud Computing,2,0,0,0,0,1,1,0
S0796,1,6,SQL Database; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,0,1,1,1,1,1,1
S0797,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0798,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0799,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0800,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0801,4,3,Power BI / Visuals; Data Structures & Algo; Cybersecurity,3,0,0,0,1,1,0,1
S0802,7,0,None,0,0,0,0,0,0,0,0
S0803,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0804,4,3,Python Programming; Power BI / Visuals; Cybersecurity,3,1,0,0,1,0,0,1
S0805,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0806,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0807,2,5,Python Programming; SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,5,1,1,1,1,0,1,0
S0808,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0809,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0810,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0811,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0812,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0813,2,5,Python Programming; SQL Database; Advanced Excel; Cloud Computing; Cybersecurity,5,1,1,1,0,0,1,1
S0814,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0815,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0816,3,4,SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,1,0,0,1,1,1
S0817,5,2,Python Programming; Cybersecurity,2,1,0,0,0,0,0,1
S0818,2,5,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing,5,1,1,0,1,1,1,0
S0819,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0820,3,4,SQL Database; Advanced Excel; Power BI / Visuals; Cybersecurity,4,0,1,1,1,0,0,1
S0821,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0822,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0823,2,5,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,5,1,1,0,1,0,1,1
S0824,2,5,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,1,0,0,1,1,1
S0825,4,3,SQL Database; Power BI / Visuals; Cloud Computing,3,0,1,0,1,0,1,0
S0826,5,2,SQL Database; Cloud Computing,2,0,1,0,0,0,1,0
S0827,3,4,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing,4,0,0,1,1,1,1,0
S0828,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0829,5,2,Python Programming; Cloud Computing,2,1,0,0,0,0,1,0
S0830,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0831,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0832,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0833,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0834,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0835,3,4,Python Programming; SQL Database; Cloud Computing; Cybersecurity,4,1,1,0,0,0,1,1
S0836,3,4,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,0,1,1,1,0,1
S0837,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0838,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0839,4,3,Power BI / Visuals; Cloud Computing; Cybersecurity,3,0,0,0,1,0,1,1
S0840,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0841,2,5,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,0,1,0,1,1,1,1
S0842,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0843,5,2,Advanced Excel; Cybersecurity,2,0,0,1,0,0,0,1
S0844,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0845,3,4,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,0,1,1,1,0,1
S0846,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0847,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
S0848,3,4,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,4,0,0,0,1,1,1,1
S0849,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0850,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0851,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0852,5,2,Advanced Excel; Cloud Computing,2,0,0,1,0,0,1,0
S0853,3,4,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,4,1,0,0,0,1,1,1
S0854,5,2,Python Programming; Power BI / Visuals,2,1,0,0,1,0,0,0
S0855,3,4,SQL Database; Power BI / Visuals; Data Structures & Algo; Cybersecurity,4,0,1,0,1,1,0,1
S0856,6,1,Cloud Computing,1,0,0,0,0,0,1,0
S0857,3,4,Advanced Excel; Power BI / Visuals; Cloud Computing; Cybersecurity,4,0,0,1,1,0,1,1
S0858,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0859,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0860,4,3,Data Structures & Algo; Cloud Computing; Cybersecurity,3,0,0,0,0,1,1,1
S0861,2,5,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,5,1,0,0,1,1,1,1
S0862,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0863,4,3,SQL Database; Data Structures & Algo; Cybersecurity,3,0,1,0,0,1,0,1
S0864,4,3,SQL Database; Cloud Computing; Cybersecurity,3,0,1,0,0,0,1,1
S0865,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0866,1,6,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,6,1,0,1,1,1,1,1
S0867,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0868,4,3,SQL Database; Power BI / Visuals; Cybersecurity,3,0,1,0,1,0,0,1
S0869,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0870,6,1,Cybersecurity,1,0,0,0,0,0,0,1
S0871,5,2,Power BI / Visuals; Cloud Computing,2,0,0,0,1,0,1,0
S0872,7,0,None,0,0,0,0,0,0,0,0
S0873,5,2,Power BI / Visuals; Cybersecurity,2,0,0,0,1,0,0,1
S0874,5,2,Cloud Computing; Cybersecurity,2,0,0,0,0,0,1,1
S0875,4,3,Python Programming; Cloud Computing; Cybersecurity,3,1,0,0,0,0,1,1
