student_id,branch,cgpa,coding_score,aptitude_score,communication_score,projects,internships,cgpa_band,coding_score_band,aptitude_score_band,communication_score_band,technical_skill_count,skill_gap_count,missing_skills
S0750,EEE,8.25,88.31,81.93,94.55,3,2,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0751,CSE,7.54,71.92,78.21,91.94,3,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,DSA; Cybersecurity
S0752,ME,7.44,77.13,69.71,56.94,2,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,5,2,Cloud; Cybersecurity
S0753,ME,7.11,79.59,72.33,57.77,3,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,4,3,Python; DSA; Cybersecurity
S0754,CSE,6.02,72.8,69.98,90.23,0,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,SQL; DSA; Cloud; Cybersecurity
S0755,CSE,6.7,88.67,47.42,65.64,4,2,2. 6.0 – 6.99,4. 80 – 89,1. < 50,3. 65 – 79,5,2,Power BI; Cloud
S0756,IT,6.03,59.05,61.27,82.34,2,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,4,3,SQL; Power BI; Cybersecurity
S0757,ECE,9.51,95.05,91.37,63.33,3,0,5. 9.0 – 10.0,5. 90 – 100,5. 90 – 100,2. 50 – 64,5,2,Python; Cloud
S0758,CSE,6.94,60.21,69.74,95.94,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,5. 90 – 100,5,2,DSA; Cybersecurity
S0759,CSE,7.6,74.12,74.91,69.52,3,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Excel; Cybersecurity
S0760,CE,7.95,69.13,96.56,85.14,1,0,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,6,1,Cybersecurity
S0761,EEE,8.86,74.3,93.99,64.27,3,1,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,2. 50 – 64,5,2,Excel; Power BI
S0762,ME,8.01,82.25,77.81,72.73,2,1,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,3,4,Python; Power BI; Cloud; Cybersecurity
S0763,EEE,8.59,68.26,93.21,74.08,0,0,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0764,IT,7.4,56.99,83.61,79.25,1,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,3. 65 – 79,4,3,SQL; Cloud; Cybersecurity
S0765,ECE,7.57,53.39,67.77,63.1,1,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,3,4,Power BI; DSA; Cloud; Cybersecurity
S0766,ECE,6.65,55.88,61.23,91.41,2,3,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,5. 90 – 100,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0767,IT,9.31,89.07,94.41,80.53,2,5,5. 9.0 – 10.0,4. 80 – 89,5. 90 – 100,4. 80 – 89,5,2,Cloud; Cybersecurity
S0768,CSE,6.84,53.72,54.74,76.0,3,2,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,4,3,SQL; Excel; Power BI
S0769,CSE,7.53,76.43,65.53,76.67,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Power BI; Cybersecurity
S0770,ME,6.66,83.34,78.98,72.37,4,1,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0771,ECE,6.8,70.33,95.12,70.64,3,2,2. 6.0 – 6.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,6,1,Cybersecurity
S0772,ECE,6.53,57.79,87.28,77.48,0,1,2. 6.0 – 6.99,2. 50 – 64,4. 80 – 89,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0773,EEE,5.19,53.08,57.1,96.0,4,1,1. < 6.0,2. 50 – 64,2. 50 – 64,5. 90 – 100,3,4,Python; SQL; Cloud; Cybersecurity
S0774,ME,5.96,65.46,61.27,70.43,0,0,1. < 6.0,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,DSA; Cloud; Cybersecurity
S0775,EEE,7.56,94.97,65.68,72.53,8,0,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0776,IT,7.28,65.17,47.59,58.38,2,0,3. 7.0 – 7.99,3. 65 – 79,1. < 50,2. 50 – 64,5,2,Excel; Power BI
S0777,EEE,7.47,66.7,76.62,69.93,0,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0778,CSE,8.08,79.29,73.28,88.73,2,2,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Power BI; Cybersecurity
S0779,ECE,8.59,69.07,80.47,88.76,0,1,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,3,4,SQL; Excel; Power BI; Cloud
S0780,ME,9.44,72.51,76.43,70.86,0,0,5. 9.0 – 10.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Python; Cloud
S0781,IT,8.07,75.56,63.03,71.84,0,0,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,DSA; Cybersecurity
S0782,CE,6.65,66.08,51.8,80.09,3,2,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,5,2,DSA; Cybersecurity
S0783,EEE,7.99,53.66,57.76,85.84,1,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,3,4,Python; Power BI; Cloud; Cybersecurity
S0784,ECE,6.53,70.48,49.98,86.87,3,1,2. 6.0 – 6.99,3. 65 – 79,1. < 50,4. 80 – 89,5,2,Cloud; Cybersecurity
S0785,CSE,7.73,84.2,82.4,52.88,3,1,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,2. 50 – 64,4,3,Python; Cloud; Cybersecurity
S0786,IT,7.14,59.94,65.49,78.96,2,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,Excel; Cloud; Cybersecurity
S0787,CSE,8.83,78.11,90.73,89.03,1,1,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,5,2,Cloud; Cybersecurity
S0788,IT,7.54,68.92,97.0,87.9,3,1,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,4. 80 – 89,3,4,SQL; Power BI; DSA; Cloud
S0789,CSE,7.54,74.95,54.85,79.72,0,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,7,0,None
S0790,IT,7.84,77.58,75.76,96.0,2,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,2,5,SQL; Excel; Power BI; Cloud; Cybersecurity
S0791,ECE,5.77,82.23,61.83,85.73,9,0,1. < 6.0,4. 80 – 89,2. 50 – 64,4. 80 – 89,3,4,Excel; Power BI; Cloud; Cybersecurity
S0792,CSE,6.88,65.82,53.48,96.0,0,2,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,3,4,Python; DSA; Cloud; Cybersecurity
S0793,CSE,7.35,76.65,55.72,96.0,1,1,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,5,2,Cloud; Cybersecurity
S0794,CE,7.26,65.27,81.69,86.66,0,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,3,4,Python; SQL; Power BI; Cloud
S0795,IT,7.0,92.67,73.55,82.71,2,1,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,5,2,DSA; Cloud
S0796,EEE,6.07,32.99,64.39,95.08,1,3,2. 6.0 – 6.99,1. < 50,2. 50 – 64,5. 90 – 100,1,6,SQL; Excel; Power BI; DSA; Cloud; Cybersecurity
S0797,EEE,8.37,70.34,85.03,82.66,1,1,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,5,2,Cloud; Cybersecurity
S0798,CSE,6.87,79.64,85.07,76.06,3,0,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0799,CSE,8.66,83.95,63.93,84.8,1,0,4. 8.0 – 8.99,4. 80 – 89,2. 50 – 64,4. 80 – 89,5,2,Power BI; Cybersecurity
S0800,EEE,6.37,60.99,90.58,80.07,4,0,2. 6.0 – 6.99,2. 50 – 64,5. 90 – 100,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0801,IT,5.76,74.83,66.35,82.04,1,1,1. < 6.0,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Power BI; DSA; Cybersecurity
S0802,CSE,7.96,53.18,83.79,93.53,1,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,7,0,None
S0803,IT,5.31,76.9,68.63,71.93,2,2,1. < 6.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Power BI; Cloud
S0804,IT,6.86,82.52,61.53,96.0,4,1,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,4,3,Python; Power BI; Cybersecurity
S0805,CSE,7.42,82.19,83.42,79.38,2,1,3. 7.0 – 7.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,3,4,Python; DSA; Cloud; Cybersecurity
S0806,CE,8.09,78.11,64.73,96.0,1,1,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,5,2,Cloud; Cybersecurity
S0807,IT,5.61,49.09,56.6,82.3,1,0,1. < 6.0,1. < 50,2. 50 – 64,4. 80 – 89,2,5,Python; SQL; Excel; Power BI; Cloud
S0808,CSE,6.33,76.79,58.23,69.4,2,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,Power BI; Cybersecurity
S0809,CSE,8.1,94.88,61.96,82.31,2,0,4. 8.0 – 8.99,5. 90 – 100,2. 50 – 64,4. 80 – 89,5,2,Python; Cloud
S0810,CE,8.17,85.38,89.35,57.81,1,0,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,2. 50 – 64,4,3,Power BI; Cloud; Cybersecurity
S0811,CSE,7.8,96.73,67.08,91.53,2,1,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,5,2,Power BI; Cybersecurity
S0812,CE,7.56,85.69,62.92,81.06,0,4,3. 7.0 – 7.99,4. 80 – 89,2. 50 – 64,4. 80 – 89,3,4,Power BI; DSA; Cloud; Cybersecurity
S0813,ME,9.15,67.76,67.61,77.22,2,2,5. 9.0 – 10.0,3. 65 – 79,3. 65 – 79,3. 65 – 79,2,5,Python; SQL; Excel; Cloud; Cybersecurity
S0814,IT,7.16,74.5,61.97,96.0,3,0,3. 7.0 – 7.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,4,3,Power BI; Cloud; Cybersecurity
S0815,ME,9.68,88.07,59.89,89.04,1,5,5. 9.0 – 10.0,4. 80 – 89,2. 50 – 64,4. 80 – 89,6,1,Cybersecurity
S0816,EEE,7.23,63.51,97.0,77.87,1,0,3. 7.0 – 7.99,2. 50 – 64,5. 90 – 100,3. 65 – 79,3,4,SQL; DSA; Cloud; Cybersecurity
S0817,IT,4.0,56.86,45.62,84.54,2,3,1. < 6.0,2. 50 – 64,1. < 50,4. 80 – 89,5,2,Python; Cybersecurity
S0818,ME,8.17,72.79,57.17,93.23,1,1,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,2,5,Python; SQL; Power BI; DSA; Cloud
S0819,CE,6.4,84.02,66.21,94.37,2,1,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,5,2,Power BI; Cloud
S0820,ECE,7.86,78.55,97.0,70.05,5,2,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,3,4,SQL; Excel; Power BI; Cybersecurity
S0821,EEE,8.16,72.61,77.64,96.0,0,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S0822,IT,7.41,70.78,77.74,87.33,2,0,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0823,EEE,7.46,59.18,84.62,84.02,3,0,3. 7.0 – 7.99,2. 50 – 64,4. 80 – 89,4. 80 – 89,2,5,Python; SQL; Power BI; Cloud; Cybersecurity
S0824,CSE,7.3,67.87,85.73,58.98,2,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,2,5,Python; SQL; DSA; Cloud; Cybersecurity
S0825,EEE,7.64,73.76,75.47,74.64,2,3,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,SQL; Power BI; Cloud
S0826,IT,6.15,64.89,55.24,73.64,0,1,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,5,2,SQL; Cloud
S0827,ME,8.1,64.37,88.55,93.61,3,1,4. 8.0 – 8.99,2. 50 – 64,4. 80 – 89,5. 90 – 100,3,4,Excel; Power BI; DSA; Cloud
S0828,IT,5.38,82.16,46.95,69.83,2,0,1. < 6.0,4. 80 – 89,1. < 50,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0829,CSE,8.81,82.82,53.11,96.0,2,1,4. 8.0 – 8.99,4. 80 – 89,2. 50 – 64,5. 90 – 100,5,2,Python; Cloud
S0830,ME,6.76,66.47,72.34,86.51,2,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0831,CSE,6.5,74.03,59.28,58.65,4,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,2. 50 – 64,6,1,Cybersecurity
S0832,ME,7.09,74.34,67.98,71.85,4,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0833,IT,8.15,91.75,79.67,96.0,3,1,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S0834,IT,8.59,83.99,74.35,96.0,1,2,4. 8.0 – 8.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,6,1,Cloud
S0835,CSE,7.66,60.59,61.68,83.78,3,2,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,3,4,Python; SQL; Cloud; Cybersecurity
S0836,ECE,8.23,69.65,78.24,53.85,2,2,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,3,4,Excel; Power BI; DSA; Cybersecurity
S0837,CSE,7.56,72.77,73.69,69.45,4,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0838,EEE,6.86,77.57,77.19,54.78,2,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,2. 50 – 64,3,4,Power BI; DSA; Cloud; Cybersecurity
S0839,CSE,7.34,94.2,67.05,81.6,5,1,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0840,CSE,6.12,89.71,57.22,76.58,2,2,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,6,1,Cybersecurity
S0841,ECE,8.04,87.49,81.43,90.99,1,1,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,5. 90 – 100,2,5,SQL; Power BI; DSA; Cloud; Cybersecurity
S0842,IT,8.73,90.84,95.48,95.61,3,0,4. 8.0 – 8.99,5. 90 – 100,5. 90 – 100,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S0843,CSE,6.53,77.1,91.14,65.51,5,2,2. 6.0 – 6.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,5,2,Excel; Cybersecurity
S0844,IT,6.28,72.02,59.93,96.0,2,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,5,2,Cloud; Cybersecurity
S0845,IT,6.29,89.97,49.18,96.0,3,0,2. 6.0 – 6.99,4. 80 – 89,1. < 50,5. 90 – 100,3,4,Excel; Power BI; DSA; Cybersecurity
S0846,IT,8.18,90.16,70.62,82.34,1,1,4. 8.0 – 8.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,5,2,Cloud; Cybersecurity
S0847,IT,7.96,86.21,67.84,96.0,2,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,4,3,Python; Cloud; Cybersecurity
S0848,ME,7.42,57.89,54.37,72.27,2,0,3. 7.0 – 7.99,2. 50 – 64,2. 50 – 64,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0849,IT,7.73,89.91,65.86,82.67,2,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S0850,CE,9.26,75.13,82.24,96.0,2,2,5. 9.0 – 10.0,3. 65 – 79,4. 80 – 89,5. 90 – 100,4,3,DSA; Cloud; Cybersecurity
S0851,CSE,8.5,73.9,97.0,96.0,2,0,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,5. 90 – 100,5,2,Power BI; Cybersecurity
S0852,IT,6.01,72.84,73.85,70.8,1,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Excel; Cloud
S0853,ECE,8.97,79.56,74.97,96.0,3,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,3,4,Python; DSA; Cloud; Cybersecurity
S0854,CSE,7.1,47.67,78.2,96.0,1,0,3. 7.0 – 7.99,1. < 50,3. 65 – 79,5. 90 – 100,5,2,Python; Power BI
S0855,ME,6.84,68.68,87.71,59.44,2,0,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,2. 50 – 64,3,4,SQL; Power BI; DSA; Cybersecurity
S0856,EEE,7.46,55.01,79.62,81.76,1,0,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,6,1,Cloud
S0857,ECE,8.51,71.46,76.29,87.41,1,0,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,3,4,Excel; Power BI; Cloud; Cybersecurity
S0858,ECE,8.12,69.69,93.04,95.56,1,0,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,5. 90 – 100,5,2,Power BI; Cloud
S0859,ME,8.12,74.25,58.23,96.0,2,1,4. 8.0 – 8.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0860,CSE,7.14,83.44,72.28,80.96,3,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0861,ME,6.48,53.3,68.66,84.95,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,2,5,Python; Power BI; DSA; Cloud; Cybersecurity
S0862,IT,6.28,76.69,67.82,76.02,3,1,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,5,2,Power BI; Cybersecurity
S0863,EEE,6.6,77.15,58.33,87.96,3,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,SQL; DSA; Cybersecurity
S0864,CSE,5.0,83.14,50.52,61.99,3,0,1. < 6.0,4. 80 – 89,2. 50 – 64,2. 50 – 64,4,3,SQL; Cloud; Cybersecurity
S0865,EEE,6.78,70.8,87.41,96.0,3,1,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,5,2,Cloud; Cybersecurity
S0866,ECE,7.73,53.09,70.31,83.63,1,2,3. 7.0 – 7.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,1,6,Python; Excel; Power BI; DSA; Cloud; Cybersecurity
S0867,CSE,9.85,96.51,77.32,89.65,3,0,5. 9.0 – 10.0,5. 90 – 100,3. 65 – 79,4. 80 – 89,6,1,Cybersecurity
S0868,CSE,8.17,73.72,83.96,84.33,1,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,4. 80 – 89,4,3,SQL; Power BI; Cybersecurity
S0869,CSE,7.22,85.33,75.58,55.41,3,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,2. 50 – 64,5,2,Cloud; Cybersecurity
S0870,IT,9.85,82.36,75.34,96.0,2,0,5. 9.0 – 10.0,4. 80 – 89,3. 65 – 79,5. 90 – 100,6,1,Cybersecurity
S0871,IT,6.48,68.73,58.9,90.08,2,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,5. 90 – 100,5,2,Power BI; Cloud
S0872,ME,8.23,75.89,90.38,71.49,1,0,4. 8.0 – 8.99,3. 65 – 79,5. 90 – 100,3. 65 – 79,7,0,None
S0873,CSE,6.5,56.46,78.1,59.59,2,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,2. 50 – 64,5,2,Power BI; Cybersecurity
S0874,ECE,6.14,55.54,73.06,69.15,1,2,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0875,CE,7.19,66.57,70.09,84.01,3,1,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,Python; Cloud; Cybersecurity
S0876,EEE,6.46,89.45,61.59,68.02,4,1,2. 6.0 – 6.99,4. 80 – 89,2. 50 – 64,3. 65 – 79,5,2,Cloud; Cybersecurity
S0877,IT,6.59,74.12,52.96,83.91,2,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,4,3,Power BI; DSA; Cloud
S0878,CSE,7.68,84.34,68.93,79.23,4,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,3. 65 – 79,5,2,Cloud; Cybersecurity
S0879,IT,9.43,96.36,93.79,79.77,3,0,5. 9.0 – 10.0,5. 90 – 100,5. 90 – 100,3. 65 – 79,5,2,Cloud; Cybersecurity
S0880,ECE,8.78,60.45,73.53,85.86,2,0,4. 8.0 – 8.99,2. 50 – 64,3. 65 – 79,4. 80 – 89,4,3,Excel; Power BI; Cloud
S0881,ECE,6.29,55.02,45.09,71.53,3,1,2. 6.0 – 6.99,2. 50 – 64,1. < 50,3. 65 – 79,4,3,Python; Cloud; Cybersecurity
S0882,EEE,4.26,47.34,75.19,81.17,3,2,1. < 6.0,1. < 50,3. 65 – 79,4. 80 – 89,1,6,Python; SQL; Power BI; DSA; Cloud; Cybersecurity
S0883,CE,7.91,67.08,80.62,92.03,1,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,4,3,SQL; Power BI; Cybersecurity
S0884,CSE,7.17,88.67,71.6,96.0,3,1,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,5. 90 – 100,3,4,Power BI; DSA; Cloud; Cybersecurity
S0885,IT,7.79,88.39,69.77,89.46,4,0,3. 7.0 – 7.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,5,2,Excel; Cloud
S0886,ME,7.86,75.74,86.23,73.91,2,1,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,3,4,Power BI; DSA; Cloud; Cybersecurity
S0887,ECE,9.15,98.5,82.33,73.13,4,0,5. 9.0 – 10.0,5. 90 – 100,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0888,CSE,7.44,91.73,78.64,89.16,4,0,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,4. 80 – 89,4,3,Power BI; Cloud; Cybersecurity
S0889,ECE,6.98,68.98,82.08,67.43,1,2,2. 6.0 – 6.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,4,3,Power BI; Cloud; Cybersecurity
S0890,CE,6.7,82.61,78.2,87.84,3,0,2. 6.0 – 6.99,4. 80 – 89,3. 65 – 79,4. 80 – 89,4,3,Excel; Power BI; Cybersecurity
S0891,IT,5.72,65.5,53.5,69.4,3,0,1. < 6.0,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,Python; Cloud; Cybersecurity
S0892,ECE,8.57,74.51,74.9,96.0,2,2,4. 8.0 – 8.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S0893,IT,7.59,79.62,82.53,91.79,2,0,3. 7.0 – 7.99,3. 65 – 79,4. 80 – 89,5. 90 – 100,7,0,None
S0894,CSE,8.55,70.87,80.86,68.68,1,0,4. 8.0 – 8.99,3. 65 – 79,4. 80 – 89,3. 65 – 79,5,2,Power BI; Cloud
S0895,CSE,6.76,71.09,75.67,96.0,2,2,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,5. 90 – 100,5,2,Cloud; Cybersecurity
S0896,IT,7.05,73.04,71.9,79.26,2,2,3. 7.0 – 7.99,3. 65 – 79,3. 65 – 79,3. 65 – 79,4,3,Excel; Power BI; Cloud
S0897,IT,7.36,97.78,61.98,61.58,2,1,3. 7.0 – 7.99,5. 90 – 100,2. 50 – 64,2. 50 – 64,5,2,Power BI; Cybersecurity
S0898,IT,6.36,71.21,59.28,79.61,1,1,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,Power BI; Cybersecurity
S0899,IT,8.59,85.33,83.88,78.38,3,1,4. 8.0 – 8.99,4. 80 – 89,4. 80 – 89,3. 65 – 79,4,3,SQL; Power BI; Cloud
S0900,IT,5.93,78.23,66.34,83.36,3,1,1. < 6.0,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0901,CE,6.2,63.8,77.58,72.68,2,1,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,SQL; Power BI; DSA
S0902,IT,6.77,75.29,60.29,65.48,2,3,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,5,2,Cloud; Cybersecurity
S0903,ECE,6.04,58.21,57.25,85.23,1,3,2. 6.0 – 6.99,2. 50 – 64,2. 50 – 64,4. 80 – 89,5,2,Cloud; Cybersecurity
S0904,CSE,6.1,70.43,61.84,65.67,2,2,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,3. 65 – 79,4,3,Python; Cloud; Cybersecurity
S0905,ECE,5.52,66.34,66.24,85.38,2,1,1. < 6.0,3. 65 – 79,3. 65 – 79,4. 80 – 89,4,3,DSA; Cloud; Cybersecurity
S0906,CSE,7.73,73.37,92.58,63.75,3,0,3. 7.0 – 7.99,3. 65 – 79,5. 90 – 100,2. 50 – 64,5,2,Cloud; Cybersecurity
S0907,ME,6.53,50.97,74.21,79.08,1,0,2. 6.0 – 6.99,2. 50 – 64,3. 65 – 79,3. 65 – 79,4,3,SQL; DSA; Cloud
S0908,ECE,7.34,97.71,71.36,96.0,3,0,3. 7.0 – 7.99,5. 90 – 100,3. 65 – 79,5. 90 – 100,3,4,Excel; DSA; Cloud; Cybersecurity
S0909,EEE,6.38,65.35,70.57,86.71,1,0,2. 6.0 – 6.99,3. 65 – 79,3. 65 – 79,4. 80 – 89,5,2,Python; Cybersecurity
S0910,IT,6.85,69.34,61.63,88.35,3,0,2. 6.0 – 6.99,3. 65 – 79,2. 50 – 64,4. 80 – 89,6,1,Cybersecurity
