student_id,component,raw_value,normalized_score,weight,weighted_contribution
S0783,Technical Skills,3.0,42.8571,0.25,10.7143
S0783,Aptitude Score,57.76,57.76,0.2,11.552
S0783,CGPA,7.99,79.9,0.15,11.985
S0783,Projects,1.0,33.3333,0.15,5.0
S0783,Internships,0.0,0.0,0.15,0.0
S0783,Communication,85.84,85.84,0.1,8.584
S0784,Technical Skills,5.0,71.4286,0.25,17.8571
S0784,Aptitude Score,49.98,49.98,0.2,9.996
S0784,CGPA,6.53,65.3,0.15,9.795
S0784,Projects,3.0,100.0,0.15,15.0
S0784,Internships,1.0,50.0,0.15,7.5
S0784,Communication,86.87,86.87,0.1,8.687
S0785,Technical Skills,4.0,57.1429,0.25,14.2857
S0785,Aptitude Score,82.4,82.4,0.2,16.48
S0785,CGPA,7.73,77.3,0.15,11.595
S0785,Projects,3.0,100.0,0.15,15.0
S0785,Internships,1.0,50.0,0.15,7.5
S0785,Communication,52.88,52.88,0.1,5.288
S0786,Technical Skills,4.0,57.1429,0.25,14.2857
S0786,Aptitude Score,65.49,65.49,0.2,13.098
S0786,CGPA,7.14,71.4,0.15,10.71
S0786,Projects,2.0,66.6667,0.15,10.0
S0786,Internships,0.0,0.0,0.15,0.0
S0786,Communication,78.96,78.96,0.1,7.896
S0787,Technical Skills,5.0,71.4286,0.25,17.8571
S0787,Aptitude Score,90.73,90.73,0.2,18.146
S0787,CGPA,8.83,88.3,0.15,13.245
S0787,Projects,1.0,33.3333,0.15,5.0
S0787,Internships,1.0,50.0,0.15,7.5
S0787,Communication,89.03,89.03,0.1,8.903
S0788,Technical Skills,3.0,42.8571,0.25,10.7143
S0788,Aptitude Score,97.0,97.0,0.2,19.4
S0788,CGPA,7.54,75.4,0.15,11.31
S0788,Projects,3.0,100.0,0.15,15.0
S0788,Internships,1.0,50.0,0.15,7.5
S0788,Communication,87.9,87.9,0.1,8.79
S0789,Technical Skills,7.0,100.0,0.25,25.0
S0789,Aptitude Score,54.85,54.85,0.2,10.97
S0789,CGPA,7.54,75.4,0.15,11.31
S0789,Projects,0.0,0.0,0.15,0.0
S0789,Internships,0.0,0.0,0.15,0.0
S0789,Communication,79.72,79.72,0.1,7.972
S0790,Technical Skills,2.0,28.5714,0.25,7.1429
S0790,Aptitude Score,75.76,75.76,0.2,15.152
S0790,CGPA,7.84,78.4,0.15,11.76
S0790,Projects,2.0,66.6667,0.15,10.0
S0790,Internships,2.0,100.0,0.15,15.0
S0790,Communication,96.0,96.0,0.1,9.6
S0791,Technical Skills,3.0,42.8571,0.25,10.7143
S0791,Aptitude Score,61.83,61.83,0.2,12.366
S0791,CGPA,5.77,57.7,0.15,8.655
S0791,Projects,9.0,100.0,0.15,15.0
S0791,Internships,0.0,0.0,0.15,0.0
S0791,Communication,85.73,85.73,0.1,8.573
S0792,Technical Skills,3.0,42.8571,0.25,10.7143
S0792,Aptitude Score,53.48,53.48,0.2,10.696
S0792,CGPA,6.88,68.8,0.15,10.32
S0792,Projects,0.0,0.0,0.15,0.0
S0792,Internships,2.0,100.0,0.15,15.0
S0792,Communication,96.0,96.0,0.1,9.6
S0793,Technical Skills,5.0,71.4286,0.25,17.8571
S0793,Aptitude Score,55.72,55.72,0.2,11.144
S0793,CGPA,7.35,73.5,0.15,11.025
S0793,Projects,1.0,33.3333,0.15,5.0
S0793,Internships,1.0,50.0,0.15,7.5
S0793,Communication,96.0,96.0,0.1,9.6
S0794,Technical Skills,3.0,42.8571,0.25,10.7143
S0794,Aptitude Score,81.69,81.69,0.2,16.338
S0794,CGPA,7.26,72.6,0.15,10.89
S0794,Projects,0.0,0.0,0.15,0.0
S0794,Internships,1.0,50.0,0.15,7.5
S0794,Communication,86.66,86.66,0.1,8.666
S0795,Technical Skills,5.0,71.4286,0.25,17.8571
S0795,Aptitude Score,73.55,73.55,0.2,14.71
S0795,CGPA,7.0,70.0,0.15,10.5
S0795,Projects,2.0,66.6667,0.15,10.0
S0795,Internships,1.0,50.0,0.15,7.5
S0795,Communication,82.71,82.71,0.1,8.271
S0796,Technical Skills,1.0,14.2857,0.25,3.5714
S0796,Aptitude Score,64.39,64.39,0.2,12.878
S0796,CGPA,6.07,60.7,0.15,9.105
S0796,Projects,1.0,33.3333,0.15,5.0
S0796,Internships,3.0,100.0,0.15,15.0
S0796,Communication,95.08,95.08,0.1,9.508
S0797,Technical Skills,5.0,71.4286,0.25,17.8571
S0797,Aptitude Score,85.03,85.03,0.2,17.006
S0797,CGPA,8.37,83.7,0.15,12.555
S0797,Projects,1.0,33.3333,0.15,5.0
S0797,Internships,1.0,50.0,0.15,7.5
S0797,Communication,82.66,82.66,0.1,8.266
S0798,Technical Skills,2.0,28.5714,0.25,7.1429
S0798,Aptitude Score,85.07,85.07,0.2,17.014
S0798,CGPA,6.87,68.7,0.15,10.305
S0798,Projects,3.0,100.0,0.15,15.0
S0798,Internships,0.0,0.0,0.15,0.0
S0798,Communication,76.06,76.06,0.1,7.606
S0799,Technical Skills,5.0,71.4286,0.25,17.8571
S0799,Aptitude Score,63.93,63.93,0.2,12.786
S0799,CGPA,8.66,86.6,0.15,12.99
S0799,Projects,1.0,33.3333,0.15,5.0
S0799,Internships,0.0,0.0,0.15,0.0
S0799,Communication,84.8,84.8,0.1,8.48
S0800,Technical Skills,4.0,57.1429,0.25,14.2857
S0800,Aptitude Score,90.58,90.58,0.2,18.116
S0800,CGPA,6.37,63.7,0.15,9.555
S0800,Projects,4.0,100.0,0.15,15.0
S0800,Internships,0.0,0.0,0.15,0.0
S0800,Communication,80.07,80.07,0.1,8.007
S0801,Technical Skills,4.0,57.1429,0.25,14.2857
S0801,Aptitude Score,66.35,66.35,0.2,13.27
S0801,CGPA,5.76,57.6,0.15,8.64
S0801,Projects,1.0,33.3333,0.15,5.0
S0801,Internships,1.0,50.0,0.15,7.5
S0801,Communication,82.04,82.04,0.1,8.204
S0802,Technical Skills,7.0,100.0,0.25,25.0
S0802,Aptitude Score,83.79,83.79,0.2,16.758
S0802,CGPA,7.96,79.6,0.15,11.94
S0802,Projects,1.0,33.3333,0.15,5.0
S0802,Internships,0.0,0.0,0.15,0.0
S0802,Communication,93.53,93.53,0.1,9.353
S0803,Technical Skills,5.0,71.4286,0.25,17.8571
S0803,Aptitude Score,68.63,68.63,0.2,13.726
S0803,CGPA,5.31,53.1,0.15,7.965
S0803,Projects,2.0,66.6667,0.15,10.0
S0803,Internships,2.0,100.0,0.15,15.0
S0803,Communication,71.93,71.93,0.1,7.193
S0804,Technical Skills,4.0,57.1429,0.25,14.2857
S0804,Aptitude Score,61.53,61.53,0.2,12.306
S0804,CGPA,6.86,68.6,0.15,10.29
S0804,Projects,4.0,100.0,0.15,15.0
S0804,Internships,1.0,50.0,0.15,7.5
S0804,Communication,96.0,96.0,0.1,9.6
S0805,Technical Skills,3.0,42.8571,0.25,10.7143
S0805,Aptitude Score,83.42,83.42,0.2,16.684
S0805,CGPA,7.42,74.2,0.15,11.13
S0805,Projects,2.0,66.6667,0.15,10.0
S0805,Internships,1.0,50.0,0.15,7.5
S0805,Communication,79.38,79.38,0.1,7.938
S0806,Technical Skills,5.0,71.4286,0.25,17.8571
S0806,Aptitude Score,64.73,64.73,0.2,12.946
S0806,CGPA,8.09,80.9,0.15,12.135
S0806,Projects,1.0,33.3333,0.15,5.0
S0806,Internships,1.0,50.0,0.15,7.5
S0806,Communication,96.0,96.0,0.1,9.6
S0807,Technical Skills,2.0,28.5714,0.25,7.1429
S0807,Aptitude Score,56.6,56.6,0.2,11.32
S0807,CGPA,5.61,56.1,0.15,8.415
S0807,Projects,1.0,33.3333,0.15,5.0
S0807,Internships,0.0,0.0,0.15,0.0
S0807,Communication,82.3,82.3,0.1,8.23
S0808,Technical Skills,5.0,71.4286,0.25,17.8571
S0808,Aptitude Score,58.23,58.23,0.2,11.646
S0808,CGPA,6.33,63.3,0.15,9.495
S0808,Projects,2.0,66.6667,0.15,10.0
S0808,Internships,0.0,0.0,0.15,0.0
S0808,Communication,69.4,69.4,0.1,6.94
S0809,Technical Skills,5.0,71.4286,0.25,17.8571
S0809,Aptitude Score,61.96,61.96,0.2,12.392
S0809,CGPA,8.1,81.0,0.15,12.15
S0809,Projects,2.0,66.6667,0.15,10.0
S0809,Internships,0.0,0.0,0.15,0.0
S0809,Communication,82.31,82.31,0.1,8.231
S0810,Technical Skills,4.0,57.1429,0.25,14.2857
S0810,Aptitude Score,89.35,89.35,0.2,17.87
S0810,CGPA,8.17,81.7,0.15,12.255
S0810,Projects,1.0,33.3333,0.15,5.0
S0810,Internships,0.0,0.0,0.15,0.0
S0810,Communication,57.81,57.81,0.1,5.781
S0811,Technical Skills,5.0,71.4286,0.25,17.8571
S0811,Aptitude Score,67.08,67.08,0.2,13.416
S0811,CGPA,7.8,78.0,0.15,11.7
S0811,Projects,2.0,66.6667,0.15,10.0
S0811,Internships,1.0,50.0,0.15,7.5
S0811,Communication,91.53,91.53,0.1,9.153
S0812,Technical Skills,3.0,42.8571,0.25,10.7143
S0812,Aptitude Score,62.92,62.92,0.2,12.584
S0812,CGPA,7.56,75.6,0.15,11.34
S0812,Projects,0.0,0.0,0.15,0.0
S0812,Internships,4.0,100.0,0.15,15.0
S0812,Communication,81.06,81.06,0.1,8.106
S0813,Technical Skills,2.0,28.5714,0.25,7.1429
S0813,Aptitude Score,67.61,67.61,0.2,13.522
S0813,CGPA,9.15,91.5,0.15,13.725
S0813,Projects,2.0,66.6667,0.15,10.0
S0813,Internships,2.0,100.0,0.15,15.0
S0813,Communication,77.22,77.22,0.1,7.722
S0814,Technical Skills,4.0,57.1429,0.25,14.2857
S0814,Aptitude Score,61.97,61.97,0.2,12.394
S0814,CGPA,7.16,71.6,0.15,10.74
S0814,Projects,3.0,100.0,0.15,15.0
S0814,Internships,0.0,0.0,0.15,0.0
S0814,Communication,96.0,96.0,0.1,9.6
S0815,Technical Skills,6.0,85.7143,0.25,21.4286
S0815,Aptitude Score,59.89,59.89,0.2,11.978
S0815,CGPA,9.68,96.8,0.15,14.52
S0815,Projects,1.0,33.3333,0.15,5.0
S0815,Internships,5.0,100.0,0.15,15.0
S0815,Communication,89.04,89.04,0.1,8.904
S0816,Technical Skills,3.0,42.8571,0.25,10.7143
S0816,Aptitude Score,97.0,97.0,0.2,19.4
S0816,CGPA,7.23,72.3,0.15,10.845
S0816,Projects,1.0,33.3333,0.15,5.0
S0816,Internships,0.0,0.0,0.15,0.0
S0816,Communication,77.87,77.87,0.1,7.787
S0817,Technical Skills,5.0,71.4286,0.25,17.8571
S0817,Aptitude Score,45.62,45.62,0.2,9.124
S0817,CGPA,4.0,40.0,0.15,6.0
S0817,Projects,2.0,66.6667,0.15,10.0
S0817,Internships,3.0,100.0,0.15,15.0
S0817,Communication,84.54,84.54,0.1,8.454
S0818,Technical Skills,2.0,28.5714,0.25,7.1429
S0818,Aptitude Score,57.17,57.17,0.2,11.434
S0818,CGPA,8.17,81.7,0.15,12.255
S0818,Projects,1.0,33.3333,0.15,5.0
S0818,Internships,1.0,50.0,0.15,7.5
S0818,Communication,93.23,93.23,0.1,9.323
S0819,Technical Skills,5.0,71.4286,0.25,17.8571
S0819,Aptitude Score,66.21,66.21,0.2,13.242
S0819,CGPA,6.4,64.0,0.15,9.6
S0819,Projects,2.0,66.6667,0.15,10.0
S0819,Internships,1.0,50.0,0.15,7.5
S0819,Communication,94.37,94.37,0.1,9.437
S0820,Technical Skills,3.0,42.8571,0.25,10.7143
S0820,Aptitude Score,97.0,97.0,0.2,19.4
S0820,CGPA,7.86,78.6,0.15,11.79
S0820,Projects,5.0,100.0,0.15,15.0
S0820,Internships,2.0,100.0,0.15,15.0
S0820,Communication,70.05,70.05,0.1,7.005
S0821,Technical Skills,3.0,42.8571,0.25,10.7143
S0821,Aptitude Score,77.64,77.64,0.2,15.528
S0821,CGPA,8.16,81.6,0.15,12.24
S0821,Projects,0.0,0.0,0.15,0.0
S0821,Internships,0.0,0.0,0.15,0.0
S0821,Communication,96.0,96.0,0.1,9.6
S0822,Technical Skills,4.0,57.1429,0.25,14.2857
S0822,Aptitude Score,77.74,77.74,0.2,15.548
S0822,CGPA,7.41,74.1,0.15,11.115
S0822,Projects,2.0,66.6667,0.15,10.0
S0822,Internships,0.0,0.0,0.15,0.0
S0822,Communication,87.33,87.33,0.1,8.733
S0823,Technical Skills,2.0,28.5714,0.25,7.1429
S0823,Aptitude Score,84.62,84.62,0.2,16.924
S0823,CGPA,7.46,74.6,0.15,11.19
S0823,Projects,3.0,100.0,0.15,15.0
S0823,Internships,0.0,0.0,0.15,0.0
S0823,Communication,84.02,84.02,0.1,8.402
S0824,Technical Skills,2.0,28.5714,0.25,7.1429
S0824,Aptitude Score,85.73,85.73,0.2,17.146
S0824,CGPA,7.3,73.0,0.15,10.95
S0824,Projects,2.0,66.6667,0.15,10.0
S0824,Internships,1.0,50.0,0.15,7.5
S0824,Communication,58.98,58.98,0.1,5.898
S0825,Technical Skills,4.0,57.1429,0.25,14.2857
S0825,Aptitude Score,75.47,75.47,0.2,15.094
S0825,CGPA,7.64,76.4,0.15,11.46
S0825,Projects,2.0,66.6667,0.15,10.0
S0825,Internships,3.0,100.0,0.15,15.0
S0825,Communication,74.64,74.64,0.1,7.464
S0826,Technical Skills,5.0,71.4286,0.25,17.8571
S0826,Aptitude Score,55.24,55.24,0.2,11.048
S0826,CGPA,6.15,61.5,0.15,9.225
S0826,Projects,0.0,0.0,0.15,0.0
S0826,Internships,1.0,50.0,0.15,7.5
S0826,Communication,73.64,73.64,0.1,7.364
S0827,Technical Skills,3.0,42.8571,0.25,10.7143
S0827,Aptitude Score,88.55,88.55,0.2,17.71
S0827,CGPA,8.1,81.0,0.15,12.15
S0827,Projects,3.0,100.0,0.15,15.0
S0827,Internships,1.0,50.0,0.15,7.5
S0827,Communication,93.61,93.61,0.1,9.361
S0828,Technical Skills,4.0,57.1429,0.25,14.2857
S0828,Aptitude Score,46.95,46.95,0.2,9.39
S0828,CGPA,5.38,53.8,0.15,8.07
S0828,Projects,2.0,66.6667,0.15,10.0
S0828,Internships,0.0,0.0,0.15,0.0
S0828,Communication,69.83,69.83,0.1,6.983
S0829,Technical Skills,5.0,71.4286,0.25,17.8571
S0829,Aptitude Score,53.11,53.11,0.2,10.622
S0829,CGPA,8.81,88.1,0.15,13.215
S0829,Projects,2.0,66.6667,0.15,10.0
S0829,Internships,1.0,50.0,0.15,7.5
S0829,Communication,96.0,96.0,0.1,9.6
S0830,Technical Skills,5.0,71.4286,0.25,17.8571
S0830,Aptitude Score,72.34,72.34,0.2,14.468
S0830,CGPA,6.76,67.6,0.15,10.14
S0830,Projects,2.0,66.6667,0.15,10.0
S0830,Internships,0.0,0.0,0.15,0.0
S0830,Communication,86.51,86.51,0.1,8.651
S0831,Technical Skills,6.0,85.7143,0.25,21.4286
S0831,Aptitude Score,59.28,59.28,0.2,11.856
S0831,CGPA,6.5,65.0,0.15,9.75
S0831,Projects,4.0,100.0,0.15,15.0
S0831,Internships,0.0,0.0,0.15,0.0
S0831,Communication,58.65,58.65,0.1,5.865
S0832,Technical Skills,2.0,28.5714,0.25,7.1429
S0832,Aptitude Score,67.98,67.98,0.2,13.596
S0832,CGPA,7.09,70.9,0.15,10.635
S0832,Projects,4.0,100.0,0.15,15.0
S0832,Internships,2.0,100.0,0.15,15.0
S0832,Communication,71.85,71.85,0.1,7.185
S0833,Technical Skills,5.0,71.4286,0.25,17.8571
S0833,Aptitude Score,79.67,79.67,0.2,15.934
S0833,CGPA,8.15,81.5,0.15,12.225
S0833,Projects,3.0,100.0,0.15,15.0
S0833,Internships,1.0,50.0,0.15,7.5
S0833,Communication,96.0,96.0,0.1,9.6
S0834,Technical Skills,6.0,85.7143,0.25,21.4286
S0834,Aptitude Score,74.35,74.35,0.2,14.87
S0834,CGPA,8.59,85.9,0.15,12.885
S0834,Projects,1.0,33.3333,0.15,5.0
S0834,Internships,2.0,100.0,0.15,15.0
S0834,Communication,96.0,96.0,0.1,9.6
S0835,Technical Skills,3.0,42.8571,0.25,10.7143
S0835,Aptitude Score,61.68,61.68,0.2,12.336
S0835,CGPA,7.66,76.6,0.15,11.49
S0835,Projects,3.0,100.0,0.15,15.0
S0835,Internships,2.0,100.0,0.15,15.0
S0835,Communication,83.78,83.78,0.1,8.378
S0836,Technical Skills,3.0,42.8571,0.25,10.7143
S0836,Aptitude Score,78.24,78.24,0.2,15.648
S0836,CGPA,8.23,82.3,0.15,12.345
S0836,Projects,2.0,66.6667,0.15,10.0
S0836,Internships,2.0,100.0,0.15,15.0
S0836,Communication,53.85,53.85,0.1,5.385
S0837,Technical Skills,5.0,71.4286,0.25,17.8571
S0837,Aptitude Score,73.69,73.69,0.2,14.738
S0837,CGPA,7.56,75.6,0.15,11.34
S0837,Projects,4.0,100.0,0.15,15.0
S0837,Internships,1.0,50.0,0.15,7.5
S0837,Communication,69.45,69.45,0.1,6.945
S0838,Technical Skills,3.0,42.8571,0.25,10.7143
S0838,Aptitude Score,77.19,77.19,0.2,15.438
S0838,CGPA,6.86,68.6,0.15,10.29
S0838,Projects,2.0,66.6667,0.15,10.0
S0838,Internships,1.0,50.0,0.15,7.5
S0838,Communication,54.78,54.78,0.1,5.478
S0839,Technical Skills,4.0,57.1429,0.25,14.2857
S0839,Aptitude Score,67.05,67.05,0.2,13.41
S0839,CGPA,7.34,73.4,0.15,11.01
S0839,Projects,5.0,100.0,0.15,15.0
S0839,Internships,1.0,50.0,0.15,7.5
S0839,Communication,81.6,81.6,0.1,8.16
S0840,Technical Skills,6.0,85.7143,0.25,21.4286
S0840,Aptitude Score,57.22,57.22,0.2,11.444
S0840,CGPA,6.12,61.2,0.15,9.18
S0840,Projects,2.0,66.6667,0.15,10.0
S0840,Internships,2.0,100.0,0.15,15.0
S0840,Communication,76.58,76.58,0.1,7.658
S0841,Technical Skills,2.0,28.5714,0.25,7.1429
S0841,Aptitude Score,81.43,81.43,0.2,16.286
S0841,CGPA,8.04,80.4,0.15,12.06
S0841,Projects,1.0,33.3333,0.15,5.0
S0841,Internships,1.0,50.0,0.15,7.5
S0841,Communication,90.99,90.99,0.1,9.099
S0842,Technical Skills,4.0,57.1429,0.25,14.2857
S0842,Aptitude Score,95.48,95.48,0.2,19.096
S0842,CGPA,8.73,87.3,0.15,13.095
S0842,Projects,3.0,100.0,0.15,15.0
S0842,Internships,0.0,0.0,0.15,0.0
S0842,Communication,95.61,95.61,0.1,9.561
S0843,Technical Skills,5.0,71.4286,0.25,17.8571
S0843,Aptitude Score,91.14,91.14,0.2,18.228
S0843,CGPA,6.53,65.3,0.15,9.795
S0843,Projects,5.0,100.0,0.15,15.0
S0843,Internships,2.0,100.0,0.15,15.0
S0843,Communication,65.51,65.51,0.1,6.551
S0844,Technical Skills,5.0,71.4286,0.25,17.8571
S0844,Aptitude Score,59.93,59.93,0.2,11.986
S0844,CGPA,6.28,62.8,0.15,9.42
S0844,Projects,2.0,66.6667,0.15,10.0
S0844,Internships,1.0,50.0,0.15,7.5
S0844,Communication,96.0,96.0,0.1,9.6
S0845,Technical Skills,3.0,42.8571,0.25,10.7143
S0845,Aptitude Score,49.18,49.18,0.2,9.836
S0845,CGPA,6.29,62.9,0.15,9.435
S0845,Projects,3.0,100.0,0.15,15.0
S0845,Internships,0.0,0.0,0.15,0.0
S0845,Communication,96.0,96.0,0.1,9.6
S0846,Technical Skills,5.0,71.4286,0.25,17.8571
S0846,Aptitude Score,70.62,70.62,0.2,14.124
S0846,CGPA,8.18,81.8,0.15,12.27
S0846,Projects,1.0,33.3333,0.15,5.0
S0846,Internships,1.0,50.0,0.15,7.5
S0846,Communication,82.34,82.34,0.1,8.234
S0847,Technical Skills,4.0,57.1429,0.25,14.2857
S0847,Aptitude Score,67.84,67.84,0.2,13.568
S0847,CGPA,7.96,79.6,0.15,11.94
S0847,Projects,2.0,66.6667,0.15,10.0
S0847,Internships,1.0,50.0,0.15,7.5
S0847,Communication,96.0,96.0,0.1,9.6
S0848,Technical Skills,3.0,42.8571,0.25,10.7143
S0848,Aptitude Score,54.37,54.37,0.2,10.874
S0848,CGPA,7.42,74.2,0.15,11.13
S0848,Projects,2.0,66.6667,0.15,10.0
S0848,Internships,0.0,0.0,0.15,0.0
S0848,Communication,72.27,72.27,0.1,7.227
S0849,Technical Skills,6.0,85.7143,0.25,21.4286
S0849,Aptitude Score,65.86,65.86,0.2,13.172
S0849,CGPA,7.73,77.3,0.15,11.595
S0849,Projects,2.0,66.6667,0.15,10.0
S0849,Internships,1.0,50.0,0.15,7.5
S0849,Communication,82.67,82.67,0.1,8.267
S0850,Technical Skills,4.0,57.1429,0.25,14.2857
S0850,Aptitude Score,82.24,82.24,0.2,16.448
S0850,CGPA,9.26,92.6,0.15,13.89
S0850,Projects,2.0,66.6667,0.15,10.0
S0850,Internships,2.0,100.0,0.15,15.0
S0850,Communication,96.0,96.0,0.1,9.6
S0851,Technical Skills,5.0,71.4286,0.25,17.8571
S0851,Aptitude Score,97.0,97.0,0.2,19.4
S0851,CGPA,8.5,85.0,0.15,12.75
S0851,Projects,2.0,66.6667,0.15,10.0
S0851,Internships,0.0,0.0,0.15,0.0
S0851,Communication,96.0,96.0,0.1,9.6
S0852,Technical Skills,5.0,71.4286,0.25,17.8571
S0852,Aptitude Score,73.85,73.85,0.2,14.77
S0852,CGPA,6.01,60.1,0.15,9.015
S0852,Projects,1.0,33.3333,0.15,5.0
S0852,Internships,0.0,0.0,0.15,0.0
S0852,Communication,70.8,70.8,0.1,7.08
S0853,Technical Skills,3.0,42.8571,0.25,10.7143
S0853,Aptitude Score,74.97,74.97,0.2,14.994
S0853,CGPA,8.97,89.7,0.15,13.455
S0853,Projects,3.0,100.0,0.15,15.0
S0853,Internships,0.0,0.0,0.15,0.0
S0853,Communication,96.0,96.0,0.1,9.6
S0854,Technical Skills,5.0,71.4286,0.25,17.8571
S0854,Aptitude Score,78.2,78.2,0.2,15.64
S0854,CGPA,7.1,71.0,0.15,10.65
S0854,Projects,1.0,33.3333,0.15,5.0
S0854,Internships,0.0,0.0,0.15,0.0
S0854,Communication,96.0,96.0,0.1,9.6
S0855,Technical Skills,3.0,42.8571,0.25,10.7143
S0855,Aptitude Score,87.71,87.71,0.2,17.542
S0855,CGPA,6.84,68.4,0.15,10.26
S0855,Projects,2.0,66.6667,0.15,10.0
S0855,Internships,0.0,0.0,0.15,0.0
S0855,Communication,59.44,59.44,0.1,5.944
S0856,Technical Skills,6.0,85.7143,0.25,21.4286
S0856,Aptitude Score,79.62,79.62,0.2,15.924
S0856,CGPA,7.46,74.6,0.15,11.19
S0856,Projects,1.0,33.3333,0.15,5.0
S0856,Internships,0.0,0.0,0.15,0.0
S0856,Communication,81.76,81.76,0.1,8.176
S0857,Technical Skills,3.0,42.8571,0.25,10.7143
S0857,Aptitude Score,76.29,76.29,0.2,15.258
S0857,CGPA,8.51,85.1,0.15,12.765
S0857,Projects,1.0,33.3333,0.15,5.0
S0857,Internships,0.0,0.0,0.15,0.0
S0857,Communication,87.41,87.41,0.1,8.741
S0858,Technical Skills,5.0,71.4286,0.25,17.8571
S0858,Aptitude Score,93.04,93.04,0.2,18.608
S0858,CGPA,8.12,81.2,0.15,12.18
S0858,Projects,1.0,33.3333,0.15,5.0
S0858,Internships,0.0,0.0,0.15,0.0
S0858,Communication,95.56,95.56,0.1,9.556
S0859,Technical Skills,2.0,28.5714,0.25,7.1429
S0859,Aptitude Score,58.23,58.23,0.2,11.646
S0859,CGPA,8.12,81.2,0.15,12.18
S0859,Projects,2.0,66.6667,0.15,10.0
S0859,Internships,1.0,50.0,0.15,7.5
S0859,Communication,96.0,96.0,0.1,9.6
S0860,Technical Skills,4.0,57.1429,0.25,14.2857
S0860,Aptitude Score,72.28,72.28,0.2,14.456
S0860,CGPA,7.14,71.4,0.15,10.71
S0860,Projects,3.0,100.0,0.15,15.0
S0860,Internships,1.0,50.0,0.15,7.5
S0860,Communication,80.96,80.96,0.1,8.096
S0861,Technical Skills,2.0,28.5714,0.25,7.1429
S0861,Aptitude Score,68.66,68.66,0.2,13.732
S0861,CGPA,6.48,64.8,0.15,9.72
S0861,Projects,2.0,66.6667,0.15,10.0
S0861,Internships,0.0,0.0,0.15,0.0
S0861,Communication,84.95,84.95,0.1,8.495
S0862,Technical Skills,5.0,71.4286,0.25,17.8571
S0862,Aptitude Score,67.82,67.82,0.2,13.564
S0862,CGPA,6.28,62.8,0.15,9.42
S0862,Projects,3.0,100.0,0.15,15.0
S0862,Internships,1.0,50.0,0.15,7.5
S0862,Communication,76.02,76.02,0.1,7.602
S0863,Technical Skills,4.0,57.1429,0.25,14.2857
S0863,Aptitude Score,58.33,58.33,0.2,11.666
S0863,CGPA,6.6,66.0,0.15,9.9
S0863,Projects,3.0,100.0,0.15,15.0
S0863,Internships,0.0,0.0,0.15,0.0
S0863,Communication,87.96,87.96,0.1,8.796
S0864,Technical Skills,4.0,57.1429,0.25,14.2857
S0864,Aptitude Score,50.52,50.52,0.2,10.104
S0864,CGPA,5.0,50.0,0.15,7.5
S0864,Projects,3.0,100.0,0.15,15.0
S0864,Internships,0.0,0.0,0.15,0.0
S0864,Communication,61.99,61.99,0.1,6.199
S0865,Technical Skills,5.0,71.4286,0.25,17.8571
S0865,Aptitude Score,87.41,87.41,0.2,17.482
S0865,CGPA,6.78,67.8,0.15,10.17
S0865,Projects,3.0,100.0,0.15,15.0
S0865,Internships,1.0,50.0,0.15,7.5
S0865,Communication,96.0,96.0,0.1,9.6
S0866,Technical Skills,1.0,14.2857,0.25,3.5714
S0866,Aptitude Score,70.31,70.31,0.2,14.062
S0866,CGPA,7.73,77.3,0.15,11.595
S0866,Projects,1.0,33.3333,0.15,5.0
S0866,Internships,2.0,100.0,0.15,15.0
S0866,Communication,83.63,83.63,0.1,8.363
S0867,Technical Skills,6.0,85.7143,0.25,21.4286
S0867,Aptitude Score,77.32,77.32,0.2,15.464
S0867,CGPA,9.85,98.5,0.15,14.775
S0867,Projects,3.0,100.0,0.15,15.0
S0867,Internships,0.0,0.0,0.15,0.0
S0867,Communication,89.65,89.65,0.1,8.965
S0868,Technical Skills,4.0,57.1429,0.25,14.2857
S0868,Aptitude Score,83.96,83.96,0.2,16.792
S0868,CGPA,8.17,81.7,0.15,12.255
S0868,Projects,1.0,33.3333,0.15,5.0
S0868,Internships,0.0,0.0,0.15,0.0
S0868,Communication,84.33,84.33,0.1,8.433
S0869,Technical Skills,5.0,71.4286,0.25,17.8571
S0869,Aptitude Score,75.58,75.58,0.2,15.116
S0869,CGPA,7.22,72.2,0.15,10.83
S0869,Projects,3.0,100.0,0.15,15.0
S0869,Internships,0.0,0.0,0.15,0.0
S0869,Communication,55.41,55.41,0.1,5.541
S0870,Technical Skills,6.0,85.7143,0.25,21.4286
S0870,Aptitude Score,75.34,75.34,0.2,15.068
S0870,CGPA,9.85,98.5,0.15,14.775
S0870,Projects,2.0,66.6667,0.15,10.0
S0870,Internships,0.0,0.0,0.15,0.0
S0870,Communication,96.0,96.0,0.1,9.6
S0871,Technical Skills,5.0,71.4286,0.25,17.8571
S0871,Aptitude Score,58.9,58.9,0.2,11.78
S0871,CGPA,6.48,64.8,0.15,9.72
S0871,Projects,2.0,66.6667,0.15,10.0
S0871,Internships,1.0,50.0,0.15,7.5
S0871,Communication,90.08,90.08,0.1,9.008
S0872,Technical Skills,7.0,100.0,0.25,25.0
S0872,Aptitude Score,90.38,90.38,0.2,18.076
S0872,CGPA,8.23,82.3,0.15,12.345
S0872,Projects,1.0,33.3333,0.15,5.0
S0872,Internships,0.0,0.0,0.15,0.0
S0872,Communication,71.49,71.49,0.1,7.149
S0873,Technical Skills,5.0,71.4286,0.25,17.8571
S0873,Aptitude Score,78.1,78.1,0.2,15.62
