student_id,technical_skill_count,skill_gap_count,technical_skill_component,technical_skill_contribution,aptitude_score,aptitude_component,aptitude_contribution,cgpa,cgpa_component,cgpa_contribution,projects,projects_component,projects_contribution,internships,internships_component,internships_contribution,communication_score,communication_component,communication_contribution,pri_score,readiness_category,missing_skills,preparation_segment
S0632,4,3,57.14285714285714,14.285714285714285,89.68,89.68,17.936000000000003,9.5,95.0,14.25,2,66.66666666666666,9.999999999999998,1,50.0,7.5,73.69,73.69,7.369,71.34,Moderate Readiness,Python Programming; Cloud Computing; Cybersecurity,Academic Generalists
S0633,2,5,28.57142857142857,7.142857142857142,72.32,72.32,14.463999999999999,6.22,62.2,9.33,0,0.0,0.0,2,100.0,15.0,83.15,83.15,8.315000000000001,54.25,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0634,4,3,57.14285714285714,14.285714285714285,78.91,78.91,15.782,7.31,73.1,10.964999999999998,1,33.33333333333333,4.999999999999999,2,100.0,15.0,79.4,79.4,7.940000000000001,68.97,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0635,2,5,28.57142857142857,7.142857142857142,81.79,81.79,16.358,7.4,74.0,11.1,1,33.33333333333333,4.999999999999999,0,0.0,0.0,85.08,85.08,8.508000000000001,48.11,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0636,3,4,42.857142857142854,10.714285714285714,81.32,81.32,16.264,8.13,81.30000000000001,12.195000000000002,0,0.0,0.0,0,0.0,0.0,96.0,96.0,9.600000000000001,48.77,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0637,5,2,71.42857142857143,17.857142857142858,74.02,74.02,14.804,6.45,64.5,9.674999999999999,0,0.0,0.0,1,50.0,7.5,79.48,79.48,7.948,57.78,Needs Improvement,SQL Database; Cybersecurity,High Support Priority
S0638,4,3,57.14285714285714,14.285714285714285,82.16,82.16,16.432,8.32,83.2,12.48,0,0.0,0.0,3,100.0,15.0,77.34,77.34,7.734000000000001,65.93,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0639,6,1,85.71428571428571,21.428571428571427,68.44,68.44,13.688,7.89,78.89999999999999,11.834999999999999,0,0.0,0.0,0,0.0,0.0,74.55,74.55,7.455,54.41,Needs Improvement,Cybersecurity,Comprehensive High Performers
S0640,2,5,28.57142857142857,7.142857142857142,97.0,97.0,19.400000000000002,9.4,94.0,14.1,3,100.0,15.0,3,100.0,15.0,70.59,70.59,7.059000000000001,77.7,Moderate Readiness,Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0641,3,4,42.857142857142854,10.714285714285714,49.54,49.54,9.908000000000001,6.58,65.8,9.87,5,100.0,15.0,0,0.0,0.0,95.73,95.73,9.573,55.07,Needs Improvement,Python Programming; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0642,5,2,71.42857142857143,17.857142857142858,52.15,52.15,10.43,6.2,62.0,9.299999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,73.64,73.64,7.364000000000001,49.95,Needs Improvement,Power BI / Visuals; Data Structures & Algo,High Support Priority
S0643,4,3,57.14285714285714,14.285714285714285,61.19,61.19,12.238,6.56,65.6,9.839999999999998,2,66.66666666666666,9.999999999999998,1,50.0,7.5,67.36,67.36,6.736000000000001,60.6,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0644,4,3,57.14285714285714,14.285714285714285,79.3,79.3,15.86,7.44,74.4,11.16,2,66.66666666666666,9.999999999999998,0,0.0,0.0,66.94,66.94,6.694,58.0,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S0645,7,0,100.0,25.0,83.87,83.87,16.774,7.66,76.6,11.489999999999998,2,66.66666666666666,9.999999999999998,3,100.0,15.0,92.57,92.57,9.257,87.52,High Readiness,,Academic Generalists
S0646,2,5,28.57142857142857,7.142857142857142,74.27,74.27,14.854,6.58,65.8,9.87,1,33.33333333333333,4.999999999999999,0,0.0,0.0,44.99,44.99,4.4990000000000006,41.37,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0647,4,3,57.14285714285714,14.285714285714285,81.9,81.9,16.380000000000003,6.84,68.39999999999999,10.259999999999998,2,66.66666666666666,9.999999999999998,0,0.0,0.0,82.97,82.97,8.297,59.22,Needs Improvement,Python Programming; Cloud Computing; Cybersecurity,Technical Specialists
S0648,3,4,42.857142857142854,10.714285714285714,65.6,65.6,13.12,7.07,70.7,10.605,2,66.66666666666666,9.999999999999998,2,100.0,15.0,74.18,74.18,7.418000000000001,66.86,Moderate Readiness,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0649,3,4,42.857142857142854,10.714285714285714,59.65,59.65,11.93,5.63,56.3,8.444999999999999,3,100.0,15.0,0,0.0,0.0,70.86,70.86,7.086,53.18,Needs Improvement,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0650,7,0,100.0,25.0,51.72,51.72,10.344000000000001,7.62,76.2,11.43,3,100.0,15.0,1,50.0,7.5,71.54,71.54,7.154000000000001,76.43,Moderate Readiness,,Academic Generalists
S0651,5,2,71.42857142857143,17.857142857142858,68.93,68.93,13.786000000000001,7.88,78.8,11.819999999999999,3,100.0,15.0,0,0.0,0.0,68.48,68.48,6.848000000000001,65.31,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0652,6,1,85.71428571428571,21.428571428571427,54.63,54.63,10.926000000000002,7.38,73.8,11.069999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,82.85,82.85,8.285,56.71,Needs Improvement,Power BI / Visuals,High Support Priority
S0653,6,1,85.71428571428571,21.428571428571427,64.22,64.22,12.844000000000001,5.68,56.8,8.52,2,66.66666666666666,9.999999999999998,1,50.0,7.5,78.84,78.84,7.884,68.18,Moderate Readiness,Power BI / Visuals,Technical Specialists
S0654,4,3,57.14285714285714,14.285714285714285,42.09,42.09,8.418000000000001,5.58,55.800000000000004,8.370000000000001,0,0.0,0.0,1,50.0,7.5,77.5,77.5,7.75,46.32,Needs Improvement,SQL Database; Cloud Computing; Cybersecurity,Technical Specialists
S0655,4,3,57.14285714285714,14.285714285714285,89.6,89.6,17.919999999999998,6.81,68.1,10.214999999999998,2,66.66666666666666,9.999999999999998,0,0.0,0.0,60.7,60.7,6.07,58.49,Needs Improvement,Advanced Excel; Data Structures & Algo; Cloud Computing,High Support Priority
S0656,3,4,42.857142857142854,10.714285714285714,64.01,64.01,12.802000000000001,8.08,80.80000000000001,12.120000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,66.83,66.83,6.683,52.32,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Cybersecurity,Academic Generalists
S0657,6,1,85.71428571428571,21.428571428571427,84.02,84.02,16.804,7.85,78.49999999999999,11.774999999999997,2,66.66666666666666,9.999999999999998,0,0.0,0.0,59.61,59.61,5.961,65.97,Moderate Readiness,Cybersecurity,Academic Generalists
S0658,2,5,28.57142857142857,7.142857142857142,60.76,60.76,12.152000000000001,4.86,48.6,7.29,2,66.66666666666666,9.999999999999998,0,0.0,0.0,66.0,66.0,6.6000000000000005,43.18,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0659,4,3,57.14285714285714,14.285714285714285,57.31,57.31,11.462000000000002,8.54,85.39999999999999,12.809999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,89.28,89.28,8.928,52.49,Needs Improvement,Advanced Excel; Cloud Computing; Cybersecurity,Academic Generalists
S0660,4,3,57.14285714285714,14.285714285714285,63.36,63.36,12.672,7.01,70.1,10.514999999999999,3,100.0,15.0,1,50.0,7.5,93.01,93.01,9.301,69.27,Moderate Readiness,Advanced Excel; Cloud Computing; Cybersecurity,Technical Specialists
S0661,7,0,100.0,25.0,66.56,66.56,13.312000000000001,6.08,60.8,9.12,2,66.66666666666666,9.999999999999998,1,50.0,7.5,74.48,74.48,7.448,72.38,Moderate Readiness,,Technical Specialists
S0662,5,2,71.42857142857143,17.857142857142858,68.35,68.35,13.67,7.07,70.7,10.605,2,66.66666666666666,9.999999999999998,0,0.0,0.0,80.82,80.82,8.081999999999999,60.21,Moderate Readiness,Power BI / Visuals; Cybersecurity,High Support Priority
S0663,5,2,71.42857142857143,17.857142857142858,57.49,57.49,11.498000000000001,7.09,70.89999999999999,10.634999999999998,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,64.59,Moderate Readiness,Power BI / Visuals; Cloud Computing,Technical Specialists
S0664,4,3,57.14285714285714,14.285714285714285,70.7,70.7,14.14,6.72,67.19999999999999,10.079999999999998,2,66.66666666666666,9.999999999999998,2,100.0,15.0,82.99,82.99,8.299,71.8,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0665,3,4,42.857142857142854,10.714285714285714,49.2,49.2,9.840000000000002,5.21,52.1,7.8149999999999995,4,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,52.97,Needs Improvement,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0666,4,3,57.14285714285714,14.285714285714285,54.76,54.76,10.952,7.1,71.0,10.65,2,66.66666666666666,9.999999999999998,1,50.0,7.5,53.72,53.72,5.372,58.76,Needs Improvement,Advanced Excel; Power BI / Visuals; Cybersecurity,High Support Priority
S0667,4,3,57.14285714285714,14.285714285714285,63.61,63.61,12.722000000000001,7.28,72.8,10.92,1,33.33333333333333,4.999999999999999,0,0.0,0.0,74.83,74.83,7.4830000000000005,50.41,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals,Technical Specialists
S0668,4,3,57.14285714285714,14.285714285714285,57.27,57.27,11.454,6.71,67.10000000000001,10.065000000000001,0,0.0,0.0,1,50.0,7.5,65.0,65.0,6.5,49.8,Needs Improvement,Advanced Excel; Cloud Computing; Cybersecurity,High Support Priority
S0669,1,6,14.285714285714285,3.571428571428571,79.75,79.75,15.950000000000001,6.19,61.9,9.285,2,66.66666666666666,9.999999999999998,0,0.0,0.0,96.0,96.0,9.600000000000001,48.41,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0670,5,2,71.42857142857143,17.857142857142858,84.47,84.47,16.894000000000002,9.73,97.30000000000001,14.595,1,33.33333333333333,4.999999999999999,0,0.0,0.0,67.14,67.14,6.714,61.06,Moderate Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0671,3,4,42.857142857142854,10.714285714285714,79.42,79.42,15.884,6.8,68.0,10.2,1,33.33333333333333,4.999999999999999,2,100.0,15.0,78.54,78.54,7.854000000000001,64.65,Moderate Readiness,SQL Database; Advanced Excel; Power BI / Visuals; Cloud Computing,High Support Priority
S0672,4,3,57.14285714285714,14.285714285714285,63.14,63.14,12.628,7.77,77.69999999999999,11.654999999999998,4,100.0,15.0,0,0.0,0.0,71.27,71.27,7.127,60.7,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing,Academic Generalists
S0673,5,2,71.42857142857143,17.857142857142858,59.27,59.27,11.854000000000001,6.07,60.699999999999996,9.104999999999999,1,33.33333333333333,4.999999999999999,1,50.0,7.5,70.77,70.77,7.077,58.39,Needs Improvement,SQL Database; Cloud Computing,High Support Priority
S0674,4,3,57.14285714285714,14.285714285714285,68.67,68.67,13.734000000000002,7.19,71.9,10.785,1,33.33333333333333,4.999999999999999,1,50.0,7.5,96.0,96.0,9.600000000000001,60.9,Moderate Readiness,Advanced Excel; Power BI / Visuals; Data Structures & Algo,High Support Priority
S0675,3,4,42.857142857142854,10.714285714285714,76.81,76.81,15.362000000000002,8.39,83.9,12.585,2,66.66666666666666,9.999999999999998,0,0.0,0.0,77.99,77.99,7.7989999999999995,56.46,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0676,5,2,71.42857142857143,17.857142857142858,88.37,88.37,17.674000000000003,7.6,76.0,11.4,2,66.66666666666666,9.999999999999998,2,100.0,15.0,86.03,86.03,8.603,80.53,High Readiness,SQL Database; Power BI / Visuals,Comprehensive High Performers
S0677,6,1,85.71428571428571,21.428571428571427,76.88,76.88,15.376,8.01,80.1,12.014999999999999,5,100.0,15.0,2,100.0,15.0,96.0,96.0,9.600000000000001,88.42,High Readiness,Cloud Computing,Comprehensive High Performers
S0678,6,1,85.71428571428571,21.428571428571427,97.0,97.0,19.400000000000002,9.69,96.89999999999999,14.534999999999998,1,33.33333333333333,4.999999999999999,0,0.0,0.0,61.95,61.95,6.195,66.56,Moderate Readiness,Cloud Computing,Comprehensive High Performers
S0679,7,0,100.0,25.0,72.32,72.32,14.463999999999999,9.16,91.60000000000001,13.74,2,66.66666666666666,9.999999999999998,0,0.0,0.0,76.7,76.7,7.670000000000001,70.87,Moderate Readiness,,Comprehensive High Performers
S0680,4,3,57.14285714285714,14.285714285714285,81.63,81.63,16.326,8.03,80.3,12.045,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,57.26,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0681,3,4,42.857142857142854,10.714285714285714,58.33,58.33,11.666,4.03,40.300000000000004,6.045000000000001,1,33.33333333333333,4.999999999999999,1,50.0,7.5,81.15,81.15,8.115,49.04,Needs Improvement,Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0682,4,3,57.14285714285714,14.285714285714285,70.19,70.19,14.038,6.91,69.10000000000001,10.365,2,66.66666666666666,9.999999999999998,2,100.0,15.0,96.0,96.0,9.600000000000001,73.29,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing,High Support Priority
S0683,4,3,57.14285714285714,14.285714285714285,67.75,67.75,13.55,7.48,74.8,11.219999999999999,0,0.0,0.0,0,0.0,0.0,62.85,62.85,6.285,45.34,Needs Improvement,Advanced Excel; Power BI / Visuals; Cloud Computing,High Support Priority
S0684,3,4,42.857142857142854,10.714285714285714,70.98,70.98,14.196000000000002,7.78,77.8,11.67,2,66.66666666666666,9.999999999999998,1,50.0,7.5,72.3,72.3,7.23,61.31,Moderate Readiness,Python Programming; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0685,2,5,28.57142857142857,7.142857142857142,54.89,54.89,10.978000000000002,7.55,75.5,11.325,2,66.66666666666666,9.999999999999998,1,50.0,7.5,92.01,92.01,9.201,56.15,Needs Improvement,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0686,6,1,85.71428571428571,21.428571428571427,72.67,72.67,14.534,7.93,79.3,11.895,0,0.0,0.0,0,0.0,0.0,75.13,75.13,7.513,55.37,Needs Improvement,SQL Database,Academic Generalists
S0687,4,3,57.14285714285714,14.285714285714285,74.02,74.02,14.804,8.19,81.89999999999999,12.284999999999998,2,66.66666666666666,9.999999999999998,1,50.0,7.5,83.73,83.73,8.373000000000001,67.25,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cybersecurity,Comprehensive High Performers
S0688,7,0,100.0,25.0,69.76,69.76,13.952000000000002,8.21,82.10000000000001,12.315000000000001,1,33.33333333333333,4.999999999999999,0,0.0,0.0,93.73,93.73,9.373000000000001,65.64,Moderate Readiness,,Academic Generalists
S0689,5,2,71.42857142857143,17.857142857142858,81.19,81.19,16.238,7.79,77.9,11.685,1,33.33333333333333,4.999999999999999,1,50.0,7.5,46.69,46.69,4.669,62.95,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S0690,3,4,42.857142857142854,10.714285714285714,76.88,76.88,15.376,7.89,78.89999999999999,11.834999999999999,3,100.0,15.0,1,50.0,7.5,81.24,81.24,8.124,68.55,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0691,3,4,42.857142857142854,10.714285714285714,61.9,61.9,12.38,7.08,70.8,10.62,2,66.66666666666666,9.999999999999998,1,50.0,7.5,62.22,62.22,6.222,57.44,Needs Improvement,Python Programming; SQL Database; Cloud Computing; Cybersecurity,High Support Priority
S0692,4,3,57.14285714285714,14.285714285714285,77.66,77.66,15.532,7.84,78.4,11.76,2,66.66666666666666,9.999999999999998,3,100.0,15.0,90.5,90.5,9.05,75.63,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0693,4,3,57.14285714285714,14.285714285714285,63.1,63.1,12.620000000000001,6.0,60.0,9.0,6,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,60.51,Moderate Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Technical Specialists
S0694,4,3,57.14285714285714,14.285714285714285,83.88,83.88,16.776,6.86,68.60000000000001,10.290000000000001,2,66.66666666666666,9.999999999999998,1,50.0,7.5,66.68,66.68,6.668000000000001,65.52,Moderate Readiness,Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S0695,4,3,57.14285714285714,14.285714285714285,85.6,85.6,17.12,7.87,78.7,11.805,4,100.0,15.0,2,100.0,15.0,86.05,86.05,8.605,81.82,High Readiness,Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0696,3,4,42.857142857142854,10.714285714285714,76.19,76.19,15.238,7.9,79.0,11.85,1,33.33333333333333,4.999999999999999,2,100.0,15.0,76.13,76.13,7.6129999999999995,65.42,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0697,2,5,28.57142857142857,7.142857142857142,84.95,84.95,16.990000000000002,7.8,78.0,11.7,2,66.66666666666666,9.999999999999998,1,50.0,7.5,80.56,80.56,8.056000000000001,61.39,Moderate Readiness,Python Programming; SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0698,6,1,85.71428571428571,21.428571428571427,86.21,86.21,17.242,5.47,54.699999999999996,8.204999999999998,2,66.66666666666666,9.999999999999998,4,100.0,15.0,96.0,96.0,9.600000000000001,81.48,High Readiness,Cybersecurity,Technical Specialists
S0699,1,6,14.285714285714285,3.571428571428571,74.98,74.98,14.996000000000002,8.99,89.9,13.485000000000001,0,0.0,0.0,0,0.0,0.0,96.0,96.0,9.600000000000001,41.65,Needs Improvement,Python Programming; Advanced Excel; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0700,5,2,71.42857142857143,17.857142857142858,48.78,48.78,9.756,7.02,70.19999999999999,10.529999999999998,3,100.0,15.0,2,100.0,15.0,63.43,63.43,6.343,74.49,Moderate Readiness,Cloud Computing; Cybersecurity,Technical Specialists
S0701,4,3,57.14285714285714,14.285714285714285,85.72,85.72,17.144000000000002,8.42,84.2,12.63,2,66.66666666666666,9.999999999999998,0,0.0,0.0,92.55,92.55,9.255,63.31,Moderate Readiness,Python Programming; Power BI / Visuals; Cloud Computing,Academic Generalists
S0702,5,2,71.42857142857143,17.857142857142858,83.5,83.5,16.7,6.46,64.60000000000001,9.690000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,75.06,75.06,7.506,61.75,Moderate Readiness,Python Programming; Power BI / Visuals,High Support Priority
S0703,3,4,42.857142857142854,10.714285714285714,58.44,58.44,11.688,5.35,53.49999999999999,8.024999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,71.77,71.77,7.177,42.6,Needs Improvement,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0704,4,3,57.14285714285714,14.285714285714285,45.53,45.53,9.106,5.89,58.9,8.834999999999999,1,33.33333333333333,4.999999999999999,0,0.0,0.0,74.25,74.25,7.425000000000001,44.65,Needs Improvement,Power BI / Visuals; Cloud Computing; Cybersecurity,High Support Priority
S0705,4,3,57.14285714285714,14.285714285714285,78.85,78.85,15.77,8.06,80.60000000000001,12.090000000000002,4,100.0,15.0,1,50.0,7.5,65.19,65.19,6.519,71.16,Moderate Readiness,SQL Database; Cloud Computing; Cybersecurity,Comprehensive High Performers
S0706,4,3,57.14285714285714,14.285714285714285,65.77,65.77,13.154,7.21,72.1,10.815,3,100.0,15.0,0,0.0,0.0,81.24,81.24,8.124,61.38,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0707,5,2,71.42857142857143,17.857142857142858,75.21,75.21,15.042,7.4,74.0,11.1,2,66.66666666666666,9.999999999999998,3,100.0,15.0,96.0,96.0,9.600000000000001,78.6,Moderate Readiness,Data Structures & Algo; Cloud Computing,High Support Priority
S0708,2,5,28.57142857142857,7.142857142857142,62.4,62.4,12.48,8.01,80.1,12.014999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,66.48,66.48,6.648000000000001,48.29,Needs Improvement,Python Programming; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0709,2,5,28.57142857142857,7.142857142857142,62.68,62.68,12.536000000000001,5.89,58.9,8.834999999999999,2,66.66666666666666,9.999999999999998,0,0.0,0.0,90.75,90.75,9.075000000000001,47.59,Needs Improvement,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0710,5,2,71.42857142857143,17.857142857142858,84.86,84.86,16.972,7.75,77.5,11.625,0,0.0,0.0,4,100.0,15.0,93.65,93.65,9.365,70.82,Moderate Readiness,Python Programming; Cybersecurity,Academic Generalists
S0711,4,3,57.14285714285714,14.285714285714285,65.12,65.12,13.024000000000001,7.72,77.2,11.58,0,0.0,0.0,0,0.0,0.0,96.0,96.0,9.600000000000001,48.49,Needs Improvement,Python Programming; Data Structures & Algo; Cloud Computing,Academic Generalists
S0712,3,4,42.857142857142854,10.714285714285714,66.69,66.69,13.338000000000001,7.09,70.89999999999999,10.634999999999998,3,100.0,15.0,2,100.0,15.0,64.49,64.49,6.449,71.14,Moderate Readiness,Advanced Excel; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0713,5,2,71.42857142857143,17.857142857142858,95.83,95.83,19.166,8.76,87.6,13.139999999999999,0,0.0,0.0,4,100.0,15.0,82.19,82.19,8.219,73.38,Moderate Readiness,Power BI / Visuals; Cybersecurity,Academic Generalists
S0714,5,2,71.42857142857143,17.857142857142858,87.26,87.26,17.452,9.49,94.9,14.235000000000001,1,33.33333333333333,4.999999999999999,0,0.0,0.0,76.15,76.15,7.615000000000001,62.16,Moderate Readiness,Data Structures & Algo; Cybersecurity,Comprehensive High Performers
S0715,3,4,42.857142857142854,10.714285714285714,66.75,66.75,13.350000000000001,7.12,71.2,10.68,3,100.0,15.0,2,100.0,15.0,81.39,81.39,8.139000000000001,72.88,Moderate Readiness,Python Programming; Power BI / Visuals; Data Structures & Algo; Cybersecurity,High Support Priority
S0716,4,3,57.14285714285714,14.285714285714285,69.49,69.49,13.898,6.4,64.0,9.6,7,100.0,15.0,1,50.0,7.5,96.0,96.0,9.600000000000001,69.88,Moderate Readiness,Advanced Excel; Power BI / Visuals; Cloud Computing,Technical Specialists
S0717,5,2,71.42857142857143,17.857142857142858,95.83,95.83,19.166,9.83,98.3,14.745,3,100.0,15.0,0,0.0,0.0,96.0,96.0,9.600000000000001,76.37,Moderate Readiness,Data Structures & Algo; Cybersecurity,Comprehensive High Performers
S0718,4,3,57.14285714285714,14.285714285714285,73.56,73.56,14.712000000000002,6.4,64.0,9.6,3,100.0,15.0,2,100.0,15.0,66.3,66.3,6.63,75.23,Moderate Readiness,Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0719,2,5,28.57142857142857,7.142857142857142,84.4,84.4,16.880000000000003,8.31,83.10000000000001,12.465000000000002,1,33.33333333333333,4.999999999999999,1,50.0,7.5,79.2,79.2,7.920000000000001,56.91,Needs Improvement,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0720,5,2,71.42857142857143,17.857142857142858,76.71,76.71,15.341999999999999,9.52,95.19999999999999,14.279999999999998,2,66.66666666666666,9.999999999999998,0,0.0,0.0,90.93,90.93,9.093000000000002,66.57,Moderate Readiness,Data Structures & Algo; Cloud Computing,Comprehensive High Performers
S0721,7,0,100.0,25.0,73.41,73.41,14.682,8.64,86.4,12.96,2,66.66666666666666,9.999999999999998,3,100.0,15.0,89.46,89.46,8.946,86.59,High Readiness,,Academic Generalists
S0722,4,3,57.14285714285714,14.285714285714285,75.7,75.7,15.14,7.07,70.7,10.605,0,0.0,0.0,0,0.0,0.0,65.12,65.12,6.5120000000000005,46.54,Needs Improvement,Python Programming; SQL Database; Cybersecurity,High Support Priority
S0723,4,3,57.14285714285714,14.285714285714285,70.31,70.31,14.062000000000001,7.83,78.3,11.745,0,0.0,0.0,1,50.0,7.5,94.39,94.39,9.439,57.03,Needs Improvement,Python Programming; Cloud Computing; Cybersecurity,Academic Generalists
S0724,5,2,71.42857142857143,17.857142857142858,73.25,73.25,14.65,7.44,74.4,11.16,2,66.66666666666666,9.999999999999998,1,50.0,7.5,96.0,96.0,9.600000000000001,70.77,Moderate Readiness,Data Structures & Algo; Cybersecurity,High Support Priority
S0725,5,2,71.42857142857143,17.857142857142858,76.84,76.84,15.368000000000002,8.51,85.1,12.764999999999999,3,100.0,15.0,2,100.0,15.0,85.68,85.68,8.568000000000001,84.56,High Readiness,Cloud Computing; Cybersecurity,Comprehensive High Performers
S0726,3,4,42.857142857142854,10.714285714285714,81.12,81.12,16.224,9.0,90.0,13.5,3,100.0,15.0,3,100.0,15.0,72.95,72.95,7.295000000000001,77.73,Moderate Readiness,SQL Database; Power BI / Visuals; Cloud Computing; Cybersecurity,Academic Generalists
S0727,2,5,28.57142857142857,7.142857142857142,69.9,69.9,13.980000000000002,7.61,76.1,11.415,1,33.33333333333333,4.999999999999999,0,0.0,0.0,96.0,96.0,9.600000000000001,47.14,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0728,2,5,28.57142857142857,7.142857142857142,74.69,74.69,14.938,6.61,66.10000000000001,9.915000000000001,2,66.66666666666666,9.999999999999998,0,0.0,0.0,88.71,88.71,8.871,50.87,Needs Improvement,SQL Database; Power BI / Visuals; Data Structures & Algo; Cloud Computing; Cybersecurity,High Support Priority
S0729,5,2,71.42857142857143,17.857142857142858,64.93,64.93,12.986000000000002,8.2,82.0,12.299999999999999,1,33.33333333333333,4.999999999999999,2,100.0,15.0,85.12,85.12,8.512,71.66,Moderate Readiness,Power BI / Visuals; Cybersecurity,Comprehensive High Performers
S0730,6,1,85.71428571428571,21.428571428571427,85.01,85.01,17.002000000000002,7.89,78.89999999999999,11.834999999999999,2,66.66666666666666,9.999999999999998,1,50.0,7.5,85.12,85.12,8.512,76.28,Moderate Readiness,Cloud Computing,Comprehensive High Performers
S0731,2,5,28.57142857142857,7.142857142857142,77.1,77.1,15.42,7.76,77.60000000000001,11.64,0,0.0,0.0,0,0.0,0.0,58.46,58.46,5.846,40.05,Needs Improvement,Python Programming; SQL Database; Data Structures & Algo; Cloud Computing; Cybersecurity,Academic Generalists
S0732,6,1,85.71428571428571,21.428571428571427,65.31,65.31,13.062000000000001,8.41,84.1,12.614999999999998,4,100.0,15.0,0,0.0,0.0,80.93,80.93,8.093000000000002,70.2,Moderate Readiness,Cybersecurity,Comprehensive High Performers
